date,start_hour,phase_index,road,green_seconds,amber_seconds
2017-07-01,1,195,West,16,3
2017-07-01,1,196,North,48,3
2017-07-01,1,197,South,25,3
2017-07-01,1,198,East,19,3
2017-07-01,1,199,West,16,3
2017-07-01,1,200,North,48,3
2017-07-01,1,201,South,25,3
2017-07-01,1,202,East,19,3
2017-07-01,1,203,West,16,3
2017-07-01,1,204,North,48,3
2017-07-01,1,205,South,25,3
2017-07-01,1,206,East,19,3
2017-07-01,1,207,West,16,3
2017-07-01,1,208,North,48,3
2017-07-01,1,209,South,25,3
2017-07-01,1,210,East,19,3
2017-07-01,1,211,West,16,3
2017-07-01,1,212,North,48,3
2017-07-01,1,213,South,25,3
2017-07-01,1,214,East,19,3
2017-07-01,1,215,West,16,3
2017-07-01,1,216,North,48,3
2017-07-01,1,217,South,25,3
2017-07-01,1,218,East,19,3
2017-07-01,1,219,West,16,3
2017-07-01,1,220,North,48,3
2017-07-01,1,221,South,25,3
2017-07-01,1,222,East,19,3
2017-07-01,1,223,West,16,3
2017-07-01,1,224,North,48,3
2017-07-01,1,225,South,25,3
2017-07-01,1,226,East,19,3
2017-07-01,1,227,West,16,3
2017-07-01,1,228,North,48,3
2017-07-01,1,229,South,25,3
2017-07-01,1,230,East,19,3
2017-07-01,1,231,West,16,3
2017-07-01,1,232,North,48,3
2017-07-01,1,233,South,25,3
2017-07-01,1,234,East,19,3
2017-07-01,1,235,West,16,3
2017-07-01,1,236,North,48,3
2017-07-01,1,237,South,25,3
2017-07-01,1,238,East,19,3
2017-07-01,1,239,West,16,3
2017-07-01,2,240,North,47,3
2017-07-01,2,241,South,27,3
2017-07-01,2,242,East,18,3
2017-07-01,2,243,West,16,3
2017-07-01,2,244,North,47,3
2017-07-01,2,245,South,27,3
2017-07-01,2,246,East,18,3
2017-07-01,2,247,West,16,3
2017-07-01,2,248,North,47,3
2017-07-01,2,249,South,27,3
2017-07-01,2,250,East,18,3
2017-07-01,2,251,West,16,3
2017-07-01,2,252,North,47,3
2017-07-01,2,253,South,27,3
2017-07-01,2,254,East,18,3
2017-07-01,2,255,West,16,3
2017-07-01,2,256,North,47,3
2017-07-01,2,257,South,27,3
2017-07-01,2,258,East,18,3
2017-07-01,2,259,West,16,3
2017-07-01,2,260,North,47,3
2017-07-01,2,261,South,27,3
2017-07-01,2,262,East,18,3
2017-07-01,2,263,West,16,3
2017-07-01,2,264,North,47,3
2017-07-01,2,265,South,27,3
2017-07-01,2,266,East,18,3
2017-07-01,2,267,West,16,3
2017-07-01,2,268,North,47,3
2017-07-01,2,269,South,27,3
2017-07-01,2,270,East,18,3
2017-07-01,2,271,West,16,3
2017-07-01,2,272,North,47,3
2017-07-01,2,273,South,27,3
2017-07-01,2,274,East,18,3
2017-07-01,2,275,West,16,3
2017-07-01,2,276,North,47,3
2017-07-01,2,277,South,27,3
2017-07-01,2,278,East,18,3
2017-07-01,2,279,West,16,3
2017-07-01,2,280,North,47,3
2017-07-01,2,281,South,27,3
2017-07-01,2,282,East,18,3
2017-07-01,2,283,West,16,3
2017-07-01,2,284,North,47,3
2017-07-01,2,285,South,27,3
2017-07-01,2,286,East,18,3
2017-07-01,2,287,West,16,3
2017-07-01,2,288,North,47,3
2017-07-01,2,289,South,27,3
2017-07-01,2,290,East,18,3
2017-07-01,2,291,West,16,3
2017-07-01,2,292,North,47,3
2017-07-01,2,293,South,27,3
2017-07-01,2,294,East,18,3
2017-07-01,2,295,West,16,3
2017-07-01,2,296,North,47,3
2017-07-01,2,297,South,27,3
2017-07-01,2,298,East,18,3
2017-07-01,2,299,West,16,3
2017-07-01,2,300,North,47,3
2017-07-01,2,301,South,27,3
2017-07-01,2,302,East,18,3
2017-07-01,2,303,West,16,3
2017-07-01,2,304,North,47,3
2017-07-01,2,305,South,27,3
2017-07-01,2,306,East,18,3
2017-07-01,2,307,West,16,3
2017-07-01,2,308,North,47,3
2017-07-01,2,309,South,27,3
2017-07-01,2,310,East,18,3
2017-07-01,2,311,West,16,3
2017-07-01,2,312,North,47,3
2017-07-01,2,313,South,27,3
2017-07-01,2,314,East,18,3
2017-07-01,2,315,West,16,3
2017-07-01,2,316,North,47,3
2017-07-01,2,317,South,27,3
2017-07-01,2,318,East,18,3
2017-07-01,2,319,West,16,3
2017-07-01,2,320,North,47,3
2017-07-01,2,321,South,27,3
2017-07-01,2,322,East,18,3
2017-07-01,2,323,West,16,3
2017-07-01,2,324,North,47,3
2017-07-01,2,325,South,27,3
2017-07-01,2,326,East,18,3
2017-07-01,2,327,West,16,3
2017-07-01,2,328,North,47,3
2017-07-01,2,329,South,27,3
2017-07-01,2,330,East,18,3
2017-07-01,2,331,West,16,3
2017-07-01,2,332,North,47,3
2017-07-01,2,333,South,27,3
2017-07-01,2,334,East,18,3
2017-07-01,2,335,West,16,3
2017-07-01,2,336,North,47,3
2017-07-01,2,337,South,27,3
2017-07-01,2,338,East,18,3
2017-07-01,2,339,West,16,3
2017-07-01,2,340,North,47,3
2017-07-01,2,341,South,27,3
2017-07-01,2,342,East,18,3
2017-07-01,2,343,West,16,3
2017-07-01,2,344,North,47,3
2017-07-01,2,345,South,27,3
2017-07-01,2,346,East,18,3
2017-07-01,2,347,West,16,3
2017-07-01,2,348,North,47,3
2017-07-01,2,349,South,27,3
2017-07-01,2,350,East,18,3
2017-07-01,2,351,West,16,3
2017-07-01,2,352,North,47,3
2017-07-01,2,353,South,27,3
2017-07-01,2,354,East,18,3
2017-07-01,2,355,West,16,3
2017-07-01,2,356,North,47,3
2017-07-01,2,357,South,27,3
2017-07-01,2,358,East,18,3
2017-07-01,2,359,West,16,3
2017-07-01,3,360,North,47,3
2017-07-01,3,361,South,24,3
2017-07-01,3,362,East,20,3
2017-07-01,3,363,West,17,3
2017-07-01,3,364,North,47,3
2017-07-01,3,365,South,24,3
2017-07-01,3,366,East,20,3
2017-07-01,3,367,West,17,3
2017-07-01,3,368,North,47,3
2017-07-01,3,369,South,24,3
2017-07-01,3,370,East,20,3
2017-07-01,3,371,West,17,3
2017-07-01,3,372,North,47,3
2017-07-01,3,373,South,24,3
2017-07-01,3,374,East,20,3
2017-07-01,3,375,West,17,3
2017-07-01,3,376,North,47,3
2017-07-01,3,377,South,24,3
2017-07-01,3,378,East,20,3
2017-07-01,3,379,West,17,3
2017-07-01,3,380,North,47,3
2017-07-01,3,381,South,24,3
2017-07-01,3,382,East,20,3
2017-07-01,3,383,West,17,3
2017-07-01,3,384,North,47,3
2017-07-01,3,385,South,24,3
2017-07-01,3,386,East,20,3
2017-07-01,3,387,West,17,3
2017-07-01,3,388,North,47,3
2017-07-01,3,389,South,24,3
2017-07-01,3,390,East,20,3
2017-07-01,3,391,West,17,3
2017-07-01,3,392,North,47,3
2017-07-01,3,393,South,24,3
2017-07-01,3,394,East,20,3
2017-07-01,3,395,West,17,3
2017-07-01,3,396,North,47,3
2017-07-01,3,397,South,24,3
2017-07-01,3,398,East,20,3
2017-07-01,3,399,West,17,3
2017-07-01,3,400,North,47,3
2017-07-01,3,401,South,24,3
2017-07-01,3,402,East,20,3
2017-07-01,3,403,West,17,3
2017-07-01,3,404,North,47,3
2017-07-01,3,405,South,24,3
2017-07-01,3,406,East,20,3
2017-07-01,3,407,West,17,3
2017-07-01,3,408,North,47,3
2017-07-01,3,409,South,24,3
2017-07-01,3,410,East,20,3
2017-07-01,3,411,West,17,3
2017-07-01,3,412,North,47,3
2017-07-01,3,413,South,24,3
2017-07-01,3,414,East,20,3
2017-07-01,3,415,West,17,3
2017-07-01,3,416,North,47,3
2017-07-01,3,417,South,24,3
2017-07-01,3,418,East,20,3
2017-07-01,3,419,West,17,3
2017-07-01,3,420,North,47,3
2017-07-01,3,421,South,24,3
2017-07-01,3,422,East,20,3
2017-07-01,3,423,West,17,3
2017-07-01,3,424,North,47,3
2017-07-01,3,425,South,24,3
2017-07-01,3,426,East,20,3
2017-07-01,3,427,West,17,3
2017-07-01,3,428,North,47,3
2017-07-01,3,429,South,24,3
2017-07-01,3,430,East,20,3
2017-07-01,3,431,West,17,3
2017-07-01,3,432,North,47,3
2017-07-01,3,433,South,24,3
2017-07-01,3,434,East,20,3
2017-07-01,3,435,West,17,3
2017-07-01,3,436,North,47,3
2017-07-01,3,437,South,24,3
2017-07-01,3,438,East,20,3
2017-07-01,3,439,West,17,3
2017-07-01,3,440,North,47,3
2017-07-01,3,441,South,24,3
2017-07-01,3,442,East,20,3
2017-07-01,3,443,West,17,3
2017-07-01,3,444,North,47,3
2017-07-01,3,445,South,24,3
2017-07-01,3,446,East,20,3
2017-07-01,3,447,West,17,3
2017-07-01,3,448,North,47,3
2017-07-01,3,449,South,24,3
2017-07-01,3,450,East,20,3
2017-07-01,3,451,West,17,3
2017-07-01,3,452,North,47,3
2017-07-01,3,453,South,24,3
2017-07-01,3,454,East,20,3
2017-07-01,3,455,West,17,3
2017-07-01,3,456,North,47,3
2017-07-01,3,457,South,24,3
2017-07-01,3,458,East,20,3
2017-07-01,3,459,West,17,3
2017-07-01,3,460,North,47,3
2017-07-01,3,461,South,24,3
2017-07-01,3,462,East,20,3
2017-07-01,3,463,West,17,3
2017-07-01,3,464,North,47,3
2017-07-01,3,465,South,24,3
2017-07-01,3,466,East,20,3
2017-07-01,3,467,West,17,3
2017-07-01,3,468,North,47,3
2017-07-01,3,469,South,24,3
2017-07-01,3,470,East,20,3
2017-07-01,3,471,West,17,3
2017-07-01,3,472,North,47,3
2017-07-01,3,473,South,24,3
2017-07-01,3,474,East,20,3
2017-07-01,3,475,West,17,3
2017-07-01,3,476,North,47,3
2017-07-01,3,477,South,24,3
2017-07-01,3,478,East,20,3
2017-07-01,3,479,West,17,3
2017-07-01,4,480,North,46,3
2017-07-01,4,481,South,25,3
2017-07-01,4,482,East,20,3
2017-07-01,4,483,West,17,3
2017-07-01,4,484,North,46,3
2017-07-01,4,485,South,25,3
2017-07-01,4,486,East,20,3
2017-07-01,4,487,West,17,3
2017-07-01,4,488,North,46,3
2017-07-01,4,489,South,25,3
2017-07-01,4,490,East,20,3
2017-07-01,4,491,West,17,3
2017-07-01,4,492,North,46,3
2017-07-01,4,493,South,25,3
2017-07-01,4,494,East,20,3
2017-07-01,4,495,West,17,3
2017-07-01,4,496,North,46,3
2017-07-01,4,497,South,25,3
2017-07-01,4,498,East,20,3
2017-07-01,4,499,West,17,3
2017-07-01,4,500,North,46,3
2017-07-01,4,501,South,25,3
2017-07-01,4,502,East,20,3
2017-07-01,4,503,West,17,3
2017-07-01,4,504,North,46,3
2017-07-01,4,505,South,25,3
2017-07-01,4,506,East,20,3
2017-07-01,4,507,West,17,3
2017-07-01,4,508,North,46,3
2017-07-01,4,509,South,25,3
2017-07-01,4,510,East,20,3
2017-07-01,4,511,West,17,3
2017-07-01,4,512,North,46,3
2017-07-01,4,513,South,25,3
2017-07-01,4,514,East,20,3
2017-07-01,4,515,West,17,3
2017-07-01,4,516,North,46,3
2017-07-01,4,517,South,25,3
2017-07-01,4,518,East,20,3
2017-07-01,4,519,West,17,3
2017-07-01,4,520,North,46,3
2017-07-01,4,521,South,25,3
2017-07-01,4,522,East,20,3
2017-07-01,4,523,West,17,3
2017-07-01,4,524,North,46,3
2017-07-01,4,525,South,25,3
2017-07-01,4,526,East,20,3
2017-07-01,4,527,West,17,3
2017-07-01,4,528,North,46,3
2017-07-01,4,529,South,25,3
2017-07-01,4,530,East,20,3
2017-07-01,4,531,West,17,3
2017-07-01,4,532,North,46,3
2017-07-01,4,533,South,25,3
2017-07-01,4,534,East,20,3
2017-07-01,4,535,West,17,3
2017-07-01,4,536,North,46,3
2017-07-01,4,537,South,25,3
2017-07-01,4,538,East,20,3
2017-07-01,4,539,West,17,3
2017-07-01,4,540,North,46,3
2017-07-01,4,541,South,25,3
2017-07-01,4,542,East,20,3
2017-07-01,4,543,West,17,3
2017-07-01,4,544,North,46,3
2017-07-01,4,545,South,25,3
2017-07-01,4,546,East,20,3
2017-07-01,4,547,West,17,3
2017-07-01,4,548,North,46,3
2017-07-01,4,549,South,25,3
2017-07-01,4,550,East,20,3
2017-07-01,4,551,West,17,3
2017-07-01,4,552,North,46,3
2017-07-01,4,553,South,25,3
2017-07-01,4,554,East,20,3
2017-07-01,4,555,West,17,3
2017-07-01,4,556,North,46,3
2017-07-01,4,557,South,25,3
2017-07-01,4,558,East,20,3
2017-07-01,4,559,West,17,3
2017-07-01,4,560,North,46,3
2017-07-01,4,561,South,25,3
2017-07-01,4,562,East,20,3
2017-07-01,4,563,West,17,3
2017-07-01,4,564,North,46,3
2017-07-01,4,565,South,25,3
2017-07-01,4,566,East,20,3
2017-07-01,4,567,West,17,3
2017-07-01,4,568,North,46,3
2017-07-01,4,569,South,25,3
2017-07-01,4,570,East,20,3
2017-07-01,4,571,West,17,3
2017-07-01,4,572,North,46,3
2017-07-01,4,573,South,25,3
2017-07-01,4,574,East,20,3
2017-07-01,4,575,West,17,3
2017-07-01,4,576,North,46,3
2017-07-01,4,577,South,25,3
2017-07-01,4,578,East,20,3
2017-07-01,4,579,West,17,3
2017-07-01,4,580,North,46,3
2017-07-01,4,581,South,25,3
2017-07-01,4,582,East,20,3
2017-07-01,4,583,West,17,3
2017-07-01,4,584,North,46,3
2017-07-01,4,585,South,25,3
2017-07-01,4,586,East,20,3
2017-07-01,4,587,West,17,3
2017-07-01,4,588,North,46,3
2017-07-01,4,589,South,25,3
2017-07-01,4,590,East,20,3
2017-07-01,4,591,West,17,3
2017-07-01,4,592,North,46,3
2017-07-01,4,593,South,25,3
2017-07-01,4,594,East,20,3
2017-07-01,4,595,West,17,3
2017-07-01,4,596,North,46,3
2017-07-01,4,597,South,25,3
2017-07-01,4,598,East,20,3
2017-07-01,4,599,West,17,3
2017-07-01,5,600,North,44,3
2017-07-01,5,601,South,26,3
2017-07-01,5,602,East,20,3
2017-07-01,5,603,West,18,3
2017-07-01,5,604,North,44,3
2017-07-01,5,605,South,26,3
2017-07-01,5,606,East,20,3
2017-07-01,5,607,West,18,3
2017-07-01,5,608,North,44,3
2017-07-01,5,609,South,26,3
2017-07-01,5,610,East,20,3
2017-07-01,5,611,West,18,3
2017-07-01,5,612,North,44,3
2017-07-01,5,613,South,26,3
2017-07-01,5,614,East,20,3
2017-07-01,5,615,West,18,3
2017-07-01,5,616,North,44,3
2017-07-01,5,617,South,26,3
2017-07-01,5,618,East,20,3
2017-07-01,5,619,West,18,3
2017-07-01,5,620,North,44,3
2017-07-01,5,621,South,26,3
2017-07-01,5,622,East,20,3
2017-07-01,5,623,West,18,3
2017-07-01,5,624,North,44,3
2017-07-01,5,625,South,26,3
2017-07-01,5,626,East,20,3
2017-07-01,5,627,West,18,3
2017-07-01,5,628,North,44,3
2017-07-01,5,629,South,26,3
2017-07-01,5,630,East,20,3
2017-07-01,5,631,West,18,3
2017-07-01,5,632,North,44,3
2017-07-01,5,633,South,26,3
2017-07-01,5,634,East,20,3
2017-07-01,5,635,West,18,3
2017-07-01,5,636,North,44,3
2017-07-01,5,637,South,26,3
2017-07-01,5,638,East,20,3
2017-07-01,5,639,West,18,3
2017-07-01,5,640,North,44,3
2017-07-01,5,641,South,26,3
2017-07-01,5,642,East,20,3
2017-07-01,5,643,West,18,3
2017-07-01,5,644,North,44,3
2017-07-01,5,645,South,26,3
2017-07-01,5,646,East,20,3
2017-07-01,5,647,West,18,3
2017-07-01,5,648,North,44,3
2017-07-01,5,649,South,26,3
2017-07-01,5,650,East,20,3
2017-07-01,5,651,West,18,3
2017-07-01,5,652,North,44,3
2017-07-01,5,653,South,26,3
2017-07-01,5,654,East,20,3
2017-07-01,5,655,West,18,3
2017-07-01,5,656,North,44,3
2017-07-01,5,657,South,26,3
2017-07-01,5,658,East,20,3
2017-07-01,5,659,West,18,3
2017-07-01,5,660,North,44,3
2017-07-01,5,661,South,26,3
2017-07-01,5,662,East,20,3
2017-07-01,5,663,West,18,3
2017-07-01,5,664,North,44,3
2017-07-01,5,665,South,26,3
2017-07-01,5,666,East,20,3
2017-07-01,5,667,West,18,3
2017-07-01,5,668,North,44,3
2017-07-01,5,669,South,26,3
2017-07-01,5,670,East,20,3
2017-07-01,5,671,West,18,3
2017-07-01,5,672,North,44,3
2017-07-01,5,673,South,26,3
2017-07-01,5,674,East,20,3
2017-07-01,5,675,West,18,3
2017-07-01,5,676,North,44,3
2017-07-01,5,677,South,26,3
2017-07-01,5,678,East,20,3
2017-07-01,5,679,West,18,3
2017-07-01,5,680,North,44,3
2017-07-01,5,681,South,26,3
2017-07-01,5,682,East,20,3
2017-07-01,5,683,West,18,3
2017-07-01,5,684,North,44,3
2017-07-01,5,685,South,26,3
2017-07-01,5,686,East,20,3
2017-07-01,5,687,West,18,3
2017-07-01,5,688,North,44,3
2017-07-01,5,689,South,26,3
2017-07-01,5,690,East,20,3
2017-07-01,5,691,West,18,3
2017-07-01,5,692,North,44,3
2017-07-01,5,693,South,26,3
2017-07-01,5,694,East,20,3
2017-07-01,5,695,West,18,3
2017-07-01,5,696,North,44,3
2017-07-01,5,697,South,26,3
2017-07-01,5,698,East,20,3
2017-07-01,5,699,West,18,3
2017-07-01,5,700,North,44,3
2017-07-01,5,701,South,26,3
2017-07-01,5,702,East,20,3
2017-07-01,5,703,West,18,3
2017-07-01,5,704,North,44,3
2017-07-01,5,705,South,26,3
2017-07-01,5,706,East,20,3
2017-07-01,5,707,West,18,3
2017-07-01,5,708,North,44,3
2017-07-01,5,709,South,26,3
2017-07-01,5,710,East,20,3
2017-07-01,5,711,West,18,3
2017-07-01,5,712,North,44,3
2017-07-01,5,713,South,26,3
2017-07-01,5,714,East,20,3
2017-07-01,5,715,West,18,3
2017-07-01,5,716,North,44,3
2017-07-01,5,717,South,26,3
2017-07-01,5,718,East,20,3
2017-07-01,5,719,West,18,3
2017-07-01,6,720,North,47,3
2017-07-01,6,721,South,24,3
2017-07-01,6,722,East,20,3
2017-07-01,6,723,West,17,3
2017-07-01,6,724,North,47,3
2017-07-01,6,725,South,24,3
2017-07-01,6,726,East,20,3
2017-07-01,6,727,West,17,3
2017-07-01,6,728,North,47,3
2017-07-01,6,729,South,24,3
2017-07-01,6,730,East,20,3
2017-07-01,6,731,West,17,3
2017-07-01,6,732,North,47,3
2017-07-01,6,733,South,24,3
2017-07-01,6,734,East,20,3
2017-07-01,6,735,West,17,3
2017-07-01,6,736,North,47,3
2017-07-01,6,737,South,24,3
2017-07-01,6,738,East,20,3
2017-07-01,6,739,West,17,3
2017-07-01,6,740,North,47,3
2017-07-01,6,741,South,24,3
2017-07-01,6,742,East,20,3
2017-07-01,6,743,West,17,3
2017-07-01,6,744,North,47,3
2017-07-01,6,745,South,24,3
2017-07-01,6,746,East,20,3
2017-07-01,6,747,West,17,3
2017-07-01,6,748,North,47,3
2017-07-01,6,749,South,24,3
2017-07-01,6,750,East,20,3
2017-07-01,6,751,West,17,3
2017-07-01,6,752,North,47,3
2017-07-01,6,753,South,24,3
2017-07-01,6,754,East,20,3
2017-07-01,6,755,West,17,3
2017-07-01,6,756,North,47,3
2017-07-01,6,757,South,24,3
2017-07-01,6,758,East,20,3
2017-07-01,6,759,West,17,3
2017-07-01,6,760,North,47,3
2017-07-01,6,761,South,24,3
2017-07-01,6,762,East,20,3
2017-07-01,6,763,West,17,3
2017-07-01,6,764,North,47,3
2017-07-01,6,765,South,24,3
2017-07-01,6,766,East,20,3
2017-07-01,6,767,West,17,3
2017-07-01,6,768,North,47,3
2017-07-01,6,769,South,24,3
2017-07-01,6,770,East,20,3
2017-07-01,6,771,West,17,3
2017-07-01,6,772,North,47,3
2017-07-01,6,773,South,24,3
2017-07-01,6,774,East,20,3
2017-07-01,6,775,West,17,3
2017-07-01,6,776,North,47,3
2017-07-01,6,777,South,24,3
2017-07-01,6,778,East,20,3
2017-07-01,6,779,West,17,3
2017-07-01,6,780,North,47,3
2017-07-01,6,781,South,24,3
2017-07-01,6,782,East,20,3
2017-07-01,6,783,West,17,3
2017-07-01,6,784,North,47,3
2017-07-01,6,785,South,24,3
2017-07-01,6,786,East,20,3
2017-07-01,6,787,West,17,3
2017-07-01,6,788,North,47,3
2017-07-01,6,789,South,24,3
2017-07-01,6,790,East,20,3
2017-07-01,6,791,West,17,3
2017-07-01,6,792,North,47,3
2017-07-01,6,793,South,24,3
2017-07-01,6,794,East,20,3
2017-07-01,6,795,West,17,3
2017-07-01,6,796,North,47,3
2017-07-01,6,797,South,24,3
2017-07-01,6,798,East,20,3
2017-07-01,6,799,West,17,3
2017-07-01,6,800,North,47,3
2017-07-01,6,801,South,24,3
2017-07-01,6,802,East,20,3
2017-07-01,6,803,West,17,3
2017-07-01,6,804,North,47,3
2017-07-01,6,805,South,24,3
2017-07-01,6,806,East,20,3
2017-07-01,6,807,West,17,3
2017-07-01,6,808,North,47,3
2017-07-01,6,809,South,24,3
2017-07-01,6,810,East,20,3
2017-07-01,6,811,West,17,3
2017-07-01,6,812,North,47,3
2017-07-01,6,813,South,24,3
2017-07-01,6,814,East,20,3
2017-07-01,6,815,West,17,3
2017-07-01,6,816,North,47,3
2017-07-01,6,817,South,24,3
2017-07-01,6,818,East,20,3
2017-07-01,6,819,West,17,3
