date,start_hour,phase_index,road,green_seconds,amber_seconds
2026-06-15,8,140,North,51,3
2026-06-15,8,141,South,17,3
2026-06-15,8,142,East,14,3
2026-06-15,8,143,West,12,3
2026-06-15,8,144,North,51,3
2026-06-15,8,145,South,17,3
2026-06-15,8,146,East,14,3
2026-06-15,8,147,West,12,3
2026-06-15,8,148,North,51,3
2026-06-15,8,149,South,17,3
2026-06-15,8,150,East,14,3
2026-06-15,8,151,West,12,3
2026-06-15,8,152,North,51,3
2026-06-15,8,153,South,17,3
2026-06-15,8,154,East,14,3
2026-06-15,8,155,West,12,3
2026-06-15,8,156,North,51,3
2026-06-15,8,157,South,17,3
2026-06-15,8,158,East,14,3
2026-06-15,8,159,West,12,3
2026-06-15,8,160,North,51,3
2026-06-15,8,161,South,17,3
2026-06-15,8,162,East,14,3
2026-06-15,8,163,West,12,3
2026-06-15,8,164,North,51,3
2026-06-15,8,165,South,17,3
2026-06-15,8,166,East,14,3
2026-06-15,8,167,West,12,3
2026-06-15,8,168,North,51,3
2026-06-15,8,169,South,17,3
2026-06-15,8,170,East,14,3
2026-06-15,8,171,West,12,3
2026-06-15,8,172,North,51,3
2026-06-15,8,173,South,17,3
2026-06-15,8,174,East,14,3
2026-06-15,8,175,West,12,3
2026-06-15,8,176,North,51,3
2026-06-15,8,177,South,17,3
2026-06-15,8,178,East,14,3
2026-06-15,8,179,West,12,3
2026-06-15,8,180,North,51,3
2026-06-15,8,181,South,17,3
2026-06-15,8,182,East,14,3
2026-06-15,8,183,West,12,3
2026-06-15,8,184,North,51,3
2026-06-15,8,185,South,17,3
2026-06-15,8,186,East,14,3
2026-06-15,8,187,West,12,3
2026-06-15,8,188,North,51,3
2026-06-15,8,189,South,17,3
2026-06-15,8,190,East,14,3
2026-06-15,8,191,West,12,3
2026-06-15,8,192,North,51,3
2026-06-15,8,193,South,17,3
2026-06-15,8,194,East,14,3
2026-06-15,8,195,West,12,3
2026-06-15,8,196,North,51,3
2026-06-15,8,197,South,17,3
2026-06-15,8,198,East,14,3
2026-06-15,8,199,West,12,3
2026-06-15,8,200,North,51,3
2026-06-15,8,201,South,17,3
2026-06-15,8,202,East,14,3
2026-06-15,8,203,West,12,3
2026-06-15,8,204,North,51,3
2026-06-15,8,205,South,17,3
2026-06-15,8,206,East,14,3
2026-06-15,8,207,West,12,3
2026-06-15,8,208,North,51,3
2026-06-15,8,209,South,17,3
2026-06-15,8,210,East,14,3
2026-06-15,8,211,West,12,3
2026-06-15,8,212,North,51,3
2026-06-15,8,213,South,17,3
2026-06-15,8,214,East,14,3
2026-06-15,8,215,West,12,3
2026-06-15,8,216,North,51,3
2026-06-15,8,217,South,17,3
2026-06-15,8,218,East,14,3
2026-06-15,8,219,West,12,3
2026-06-15,8,220,North,51,3
2026-06-15,8,221,South,17,3
2026-06-15,8,222,East,14,3
2026-06-15,8,223,West,12,3
2026-06-15,8,224,North,51,3
2026-06-15,8,225,South,17,3
2026-06-15,8,226,East,14,3
2026-06-15,8,227,West,12,3
2026-06-15,8,228,North,51,3
2026-06-15,8,229,South,17,3
2026-06-15,8,230,East,14,3
2026-06-15,8,231,West,12,3
2026-06-15,8,232,North,51,3
2026-06-15,8,233,South,17,3
2026-06-15,8,234,East,14,3
2026-06-15,8,235,West,12,3
2026-06-15,8,236,North,51,3
2026-06-15,8,237,South,17,3
2026-06-15,8,238,East,14,3
2026-06-15,8,239,West,12,3
2026-06-15,8,240,North,51,3
2026-06-15,8,241,South,17,3
2026-06-15,8,242,East,14,3
2026-06-15,8,243,West,12,3
2026-06-15,8,244,North,51,3
2026-06-15,8,245,South,17,3
2026-06-15,8,246,East,14,3
2026-06-15,8,247,West,12,3
2026-06-15,8,248,North,51,3
2026-06-15,8,249,South,17,3
2026-06-15,8,250,East,14,3
2026-06-15,8,251,West,12,3
2026-06-15,8,252,North,51,3
2026-06-15,8,253,South,17,3
2026-06-15,8,254,East,14,3
2026-06-15,8,255,West,12,3
2026-06-15,8,256,North,51,3
2026-06-15,8,257,South,17,3
2026-06-15,8,258,East,14,3
2026-06-15,8,259,West,12,3
2026-06-15,8,260,North,51,3
2026-06-15,8,261,South,17,3
2026-06-15,8,262,East,14,3
2026-06-15,8,263,West,12,3
2026-06-15,8,264,North,51,3
2026-06-15,8,265,South,17,3
2026-06-15,8,266,East,14,3
2026-06-15,8,267,West,12,3
2026-06-15,8,268,North,51,3
2026-06-15,8,269,South,30,3
2026-06-15,9,270,East,15,3
2026-06-15,9,271,West,12,3
2026-06-15,9,272,North,51,3
2026-06-15,9,273,South,15,3
2026-06-15,9,274,East,15,3
2026-06-15,9,275,West,12,3
2026-06-15,9,276,North,51,3
2026-06-15,9,277,South,15,3
2026-06-15,9,278,East,15,3
2026-06-15,9,279,West,12,3
2026-06-15,9,280,North,51,3
2026-06-15,9,281,South,15,3
2026-06-15,9,282,East,15,3
2026-06-15,9,283,West,12,3
2026-06-15,9,284,North,51,3
2026-06-15,9,285,South,15,3
2026-06-15,9,286,East,15,3
2026-06-15,9,287,West,12,3
2026-06-15,9,288,North,51,3
2026-06-15,9,289,South,15,3
2026-06-15,9,290,East,15,3
2026-06-15,9,291,West,12,3
2026-06-15,9,292,North,51,3
2026-06-15,9,293,South,15,3
2026-06-15,9,294,East,15,3
2026-06-15,9,295,West,12,3
2026-06-15,9,296,North,51,3
2026-06-15,9,297,South,15,3
2026-06-15,9,298,East,15,3
2026-06-15,9,299,West,12,3
2026-06-15,9,300,North,51,3
2026-06-15,9,301,South,15,3
2026-06-15,9,302,East,15,3
2026-06-15,9,303,West,12,3
2026-06-15,9,304,North,51,3
2026-06-15,9,305,South,15,3
2026-06-15,9,306,East,15,3
2026-06-15,9,307,West,12,3
2026-06-15,9,308,North,51,3
2026-06-15,9,309,South,15,3
2026-06-15,9,310,East,15,3
2026-06-15,9,311,West,12,3
2026-06-15,9,312,North,51,3
2026-06-15,9,313,South,15,3
2026-06-15,9,314,East,15,3
2026-06-15,9,315,West,12,3
2026-06-15,9,316,North,51,3
2026-06-15,9,317,South,15,3
2026-06-15,9,318,East,15,3
2026-06-15,9,319,West,12,3
2026-06-15,9,320,North,51,3
2026-06-15,9,321,South,15,3
2026-06-15,9,322,East,15,3
2026-06-15,9,323,West,12,3
2026-06-15,9,324,North,51,3
2026-06-15,9,325,South,15,3
2026-06-15,9,326,East,15,3
2026-06-15,9,327,West,12,3
2026-06-15,9,328,North,51,3
2026-06-15,9,329,South,15,3
2026-06-15,9,330,East,15,3
2026-06-15,9,331,West,12,3
2026-06-15,9,332,North,51,3
2026-06-15,9,333,South,15,3
2026-06-15,9,334,East,15,3
2026-06-15,9,335,West,12,3
2026-06-15,9,336,North,51,3
2026-06-15,9,337,South,15,3
2026-06-15,9,338,East,15,3
2026-06-15,9,339,West,12,3
2026-06-15,9,340,North,51,3
2026-06-15,9,341,South,15,3
2026-06-15,9,342,East,15,3
2026-06-15,9,343,West,12,3
2026-06-15,9,344,North,51,3
2026-06-15,9,345,South,15,3
2026-06-15,9,346,East,15,3
2026-06-15,9,347,West,12,3
2026-06-15,9,348,North,51,3
2026-06-15,9,349,South,15,3
2026-06-15,9,350,East,15,3
2026-06-15,9,351,West,12,3
2026-06-15,9,352,North,51,3
2026-06-15,9,353,South,15,3
2026-06-15,9,354,East,15,3
2026-06-15,9,355,West,12,3
2026-06-15,9,356,North,51,3
2026-06-15,9,357,South,15,3
2026-06-15,9,358,East,15,3
2026-06-15,9,359,West,12,3
2026-06-15,9,360,North,51,3
2026-06-15,9,361,South,15,3
2026-06-15,9,362,East,15,3
2026-06-15,9,363,West,12,3
2026-06-15,9,364,North,51,3
2026-06-15,9,365,South,15,3
2026-06-15,9,366,East,15,3
2026-06-15,9,367,West,12,3
2026-06-15,9,368,North,51,3
2026-06-15,9,369,South,15,3
2026-06-15,9,370,East,15,3
2026-06-15,9,371,West,12,3
2026-06-15,9,372,North,51,3
2026-06-15,9,373,South,15,3
2026-06-15,9,374,East,15,3
2026-06-15,9,375,West,12,3
2026-06-15,9,376,North,51,3
2026-06-15,9,377,South,15,3
2026-06-15,9,378,East,15,3
2026-06-15,9,379,West,12,3
2026-06-15,9,380,North,51,3
2026-06-15,9,381,South,15,3
2026-06-15,9,382,East,15,3
2026-06-15,9,383,West,12,3
2026-06-15,9,384,North,51,3
2026-06-15,9,385,South,15,3
2026-06-15,9,386,East,15,3
2026-06-15,9,387,West,12,3
2026-06-15,9,388,North,51,3
2026-06-15,9,389,South,15,3
2026-06-15,9,390,East,15,3
2026-06-15,9,391,West,12,3
2026-06-15,9,392,North,51,3
2026-06-15,9,393,South,15,3
2026-06-15,9,394,East,15,3
2026-06-15,9,395,West,12,3
2026-06-15,9,396,North,51,3
2026-06-15,9,397,South,15,3
2026-06-15,9,398,East,15,3
2026-06-15,9,399,West,12,3
2026-06-15,9,400,North,51,3
2026-06-15,9,401,South,15,3
2026-06-15,9,402,East,15,3
2026-06-15,9,403,West,12,3
2026-06-15,9,404,North,51,3
2026-06-15,9,405,South,15,3
2026-06-15,9,406,East,27,3
