datetime,hour_of_week,road,predicted_count,green_seconds
2017-01-02T08:00:00,8,North,34.20450124849967,49
2017-01-02T08:00:00,8,South,8.789994910326937,22
2017-01-02T08:00:00,8,East,7.76154049002705,20
2017-01-02T08:00:00,8,West,4.876188726081599,17
2017-01-02T09:00:00,9,North,45.04492341053897,48
2017-01-02T09:00:00,9,South,11.16900620185718,21
2017-01-02T09:00:00,9,East,12.26512454734439,22
2017-01-02T09:00:00,9,West,5.591401392502818,17
2017-01-02T10:00:00,10,North,63.191196733063435,49
2017-01-02T10:00:00,10,South,13.881891156135858,20
2017-01-02T10:00:00,10,East,16.060841372885005,22
2017-01-02T10:00:00,10,West,8.714739882334856,17
2017-01-02T11:00:00,11,North,67.71149147271986,49
2017-01-02T11:00:00,11,South,14.166026391459823,20
2017-01-02T11:00:00,11,East,17.272459918215652,22
2017-01-02T11:00:00,11,West,9.039583070860209,17
2017-01-02T12:00:00,12,North,68.74699303647668,50
2017-01-02T12:00:00,12,South,14.307167955766495,20
2017-01-02T12:00:00,12,East,17.259353162998092,21
2017-01-02T12:00:00,12,West,9.145209733199856,17
2017-01-02T13:00:00,13,North,65.68954948764453,49
2017-01-02T13:00:00,13,South,14.891492751266862,20
2017-01-02T13:00:00,13,East,18.296220180800955,22
2017-01-02T13:00:00,13,West,9.393248049974513,17
2017-01-02T14:00:00,14,North,68.49135734217472,48
2017-01-02T14:00:00,14,South,15.968579295986709,21
2017-01-02T14:00:00,14,East,19.38550109793782,22
2017-01-02T14:00:00,14,West,10.022923235311126,17
2017-01-02T15:00:00,15,North,71.5890913842463,49
2017-01-02T15:00:00,15,South,14.330174405583719,19
2017-01-02T15:00:00,15,East,20.313624817827662,23
2017-01-02T15:00:00,15,West,9.108542392842045,17
2017-01-02T16:00:00,16,North,64.10289206171088,48
2017-01-02T16:00:00,16,South,14.875536875801744,20
2017-01-02T16:00:00,16,East,19.42093332396342,23
2017-01-02T16:00:00,16,West,9.388513082327158,17
2017-01-02T17:00:00,17,North,66.91989283796457,48
2017-01-02T17:00:00,17,South,14.356926800863844,20
2017-01-02T17:00:00,17,East,20.313624817827662,23
2017-01-02T17:00:00,17,West,10.0132028547469,17
2017-01-02T18:00:00,18,North,63.11805115261997,49
2017-01-02T18:00:00,18,South,13.347203137371714,20
2017-01-02T18:00:00,18,East,17.51297124017772,22
2017-01-02T18:00:00,18,West,8.904011631276543,17
2017-01-02T19:00:00,19,North,65.68434740673446,49
2017-01-02T19:00:00,19,South,13.409729453161189,20
2017-01-02T19:00:00,19,East,18.572299243193612,22
2017-01-02T19:00:00,19,West,8.034362284683258,17
2017-01-02T20:00:00,20,North,63.36388746982195,48
2017-01-02T20:00:00,20,South,14.267255161404343,20
2017-01-02T20:00:00,20,East,18.09948268720636,22
2017-01-02T20:00:00,20,West,9.571619762775278,18
2017-01-02T21:00:00,21,North,62.203653159846326,49
2017-01-02T21:00:00,21,South,13.021561731192115,20
2017-01-02T21:00:00,21,East,17.51297124017772,22
2017-01-02T21:00:00,21,West,8.812678288443912,17
2017-01-02T22:00:00,22,North,61.908920803155276,49
2017-01-02T22:00:00,22,South,13.062129913010295,20
2017-01-02T22:00:00,22,East,17.414134092907457,22
2017-01-02T22:00:00,22,West,8.949119175541336,17
2017-01-02T23:00:00,23,North,62.36830901128083,49
2017-01-02T23:00:00,23,South,12.534041817774582,19
2017-01-02T23:00:00,23,East,18.351361330917218,23
2017-01-02T23:00:00,23,West,8.522462297781813,17
2017-01-03T00:00:00,24,North,57.352925708336,50
2017-01-03T00:00:00,24,South,10.233166587240737,19
2017-01-03T00:00:00,24,East,16.034844886608987,22
2017-01-03T00:00:00,24,West,7.721923365291004,17
2017-01-03T01:00:00,25,North,34.74305590011516,45
2017-01-03T01:00:00,25,South,10.486177220186232,22
2017-01-03T01:00:00,25,East,12.193344756782427,24
2017-01-03T01:00:00,25,West,5.089776570266331,17
2017-01-03T02:00:00,26,North,31.25604630508378,46
2017-01-03T02:00:00,26,South,8.751225321447176,22
2017-01-03T02:00:00,26,East,9.289713491012419,22
2017-01-03T02:00:00,26,West,5.1069061664804165,18
2017-01-03T03:00:00,27,North,31.81894821939909,48
2017-01-03T03:00:00,27,South,8.648885350326895,22
2017-01-03T03:00:00,27,East,7.80617411115985,21
2017-01-03T03:00:00,27,West,4.694933047961758,17
2017-01-03T04:00:00,28,North,26.338023756077,48
2017-01-03T04:00:00,28,South,5.683562893597238,20
2017-01-03T04:00:00,28,East,7.524396894357428,22
2017-01-03T04:00:00,28,West,4.712290523368374,18
2017-01-03T05:00:00,29,North,27.00311528481003,48
2017-01-03T05:00:00,29,South,6.9307401061370655,21
2017-01-03T05:00:00,29,East,6.708384629612795,21
2017-01-03T05:00:00,29,West,4.6439264320798905,18
2017-01-03T06:00:00,30,North,31.087824780979943,47
2017-01-03T06:00:00,30,South,10.201288767057346,23
2017-01-03T06:00:00,30,East,7.853208356791133,21
2017-01-03T06:00:00,30,West,4.604784680864233,17
2017-01-03T07:00:00,31,North,37.80377005773375,49
2017-01-03T07:00:00,31,South,9.177611183684622,21
2017-01-03T07:00:00,31,East,9.442624213554376,21
2017-01-03T07:00:00,31,West,4.897740546950648,17
2017-01-03T08:00:00,32,North,41.476490820712414,49
2017-01-03T08:00:00,32,South,9.826078732232528,21
2017-01-03T08:00:00,32,East,11.605977383324195,22
2017-01-03T08:00:00,32,West,4.671523227184638,16
2017-01-03T09:00:00,33,North,45.493792715294504,49
2017-01-03T09:00:00,33,South,10.73305921220563,21
2017-01-03T09:00:00,33,East,12.104175099872089,22
2017-01-03T09:00:00,33,West,5.361157285295158,16
2017-01-03T10:00:00,34,North,56.853685810089075,48
2017-01-03T10:00:00,34,South,13.615891156135858,20
2017-01-03T10:00:00,34,East,17.10103150572558,23
2017-01-03T10:00:00,34,West,7.698971437279654,17
2017-01-03T11:00:00,35,North,61.86377218308016,47
2017-01-03T11:00:00,35,South,14.896307401585176,21
2017-01-03T11:00:00,35,East,19.18653589412153,23
2017-01-03T11:00:00,35,West,8.793328458389981,17
2017-01-03T12:00:00,36,North,71.21113636564094,49
2017-01-03T12:00:00,36,South,16.33537165923297,20
2017-01-03T12:00:00,36,East,18.236872035130784,21
2017-01-03T12:00:00,36,West,10.577403361814213,18
2017-01-03T13:00:00,37,North,58.494093553542044,46
2017-01-03T13:00:00,37,South,15.929633459154251,21
2017-01-03T13:00:00,37,East,18.894959173515822,23
2017-01-03T13:00:00,37,West,9.61579004175609,18
2017-01-03T14:00:00,38,North,63.221899667637196,47
2017-01-03T14:00:00,38,South,15.952180861382079,21
2017-01-03T14:00:00,38,East,17.48287464237931,22
2017-01-03T14:00:00,38,West,10.068005364328274,18
2017-01-03T15:00:00,39,North,78.74720950524105,50
2017-01-03T15:00:00,39,South,16.064365023776908,20
2017-01-03T15:00:00,39,East,19.280943451039924,21
2017-01-03T15:00:00,39,West,9.884945913213915,17
2017-01-03T16:00:00,40,North,66.3184434364891,48
2017-01-03T16:00:00,40,South,15.711707370571487,21
2017-01-03T16:00:00,40,East,17.518306868404913,22
2017-01-03T16:00:00,40,West,9.830199196348747,17
2017-01-03T17:00:00,41,North,68.91837572299426,49
2017-01-03T17:00:00,41,South,16.179909869635157,20
2017-01-03T17:00:00,41,East,18.474504707327277,22
2017-01-03T17:00:00,41,West,9.08526188364787,17
2017-01-03T18:00:00,42,North,68.19444839782524,48
2017-01-03T18:00:00,42,South,16.20283945388544,21
2017-01-03T18:00:00,42,East,18.55508898294272,22
2017-01-03T18:00:00,42,West,8.840979840336479,17
2017-01-03T19:00:00,43,North,68.94438753701864,49
2017-01-03T19:00:00,43,South,15.665514339248606,20
2017-01-03T19:00:00,43,East,18.41057708089735,22
2017-01-03T19:00:00,43,West,9.668299878647042,17
2017-01-03T20:00:00,44,North,69.96136017571459,49
2017-01-03T20:00:00,44,South,16.20283945388544,21
2017-01-03T20:00:00,44,East,17.434660261135438,21
2017-01-03T20:00:00,44,West,8.669125632271747,17
2017-01-03T21:00:00,45,North,69.91506530391972,49
2017-01-03T21:00:00,45,South,16.134374284670358,21
2017-01-03T21:00:00,45,East,16.34820078580193,21
2017-01-03T21:00:00,45,West,8.997820428726873,17
2017-01-03T22:00:00,46,North,67.41095424560989,48
2017-01-03T22:00:00,46,South,16.53336623403998,21
2017-01-03T22:00:00,46,East,18.07895651897838,22
2017-01-03T22:00:00,46,West,9.274332494210354,17
2017-01-03T23:00:00,47,North,60.710238750247356,48
2017-01-03T23:00:00,47,South,14.065794892038815,20
2017-01-03T23:00:00,47,East,15.850143541282396,22
2017-01-03T23:00:00,47,West,9.819777673658173,18
2017-01-04T00:00:00,48,North,55.82002267657469,48
2017-01-04T00:00:00,48,South,12.758570147974606,20
2017-01-04T00:00:00,48,East,15.751439956572233,22
2017-01-04T00:00:00,48,West,8.351077313872466,18
2017-01-04T01:00:00,49,North,41.78315466541261,48
2017-01-04T01:00:00,49,South,12.56490346518687,23
2017-01-04T01:00:00,49,East,10.663026395591876,21
2017-01-04T01:00:00,49,West,5.191570998230238,16
2017-01-04T02:00:00,50,North,39.72270018527173,49
2017-01-04T02:00:00,50,South,12.424764112462498,24
2017-01-04T02:00:00,50,East,7.2063682979239,19
2017-01-04T02:00:00,50,West,4.230469379588886,16
2017-01-04T03:00:00,51,North,38.000579035450016,51
2017-01-04T03:00:00,51,South,9.353305295079387,21
2017-01-04T03:00:00,51,East,6.992229255961652,19
2017-01-04T03:00:00,51,West,4.918488378585863,17
2017-01-04T04:00:00,52,North,29.291806950308644,47
2017-01-04T04:00:00,52,South,11.169675963136093,25
2017-01-04T04:00:00,52,East,5.898408313685705,19
2017-01-04T04:00:00,52,West,3.9713660056470297,17
2017-01-04T05:00:00,53,North,26.00311528481003,46
2017-01-04T05:00:00,53,South,9.446060426705913,24
2017-01-04T05:00:00,53,East,6.381232393715578,20
2017-01-04T05:00:00,53,West,4.585166128804547,18
2017-01-04T06:00:00,54,North,29.861311348857285,48
2017-01-04T06:00:00,54,South,8.05591445705292,22
2017-01-04T06:00:00,54,East,7.9711162121699095,21
2017-01-04T06:00:00,54,West,4.131007439481868,17
2017-01-04T07:00:00,55,North,32.463129649811194,47
2017-01-04T07:00:00,55,South,9.70226144801349,23
2017-01-04T07:00:00,55,East,7.984980111783809,21
2017-01-04T07:00:00,55,West,4.724675960503033,17
2017-01-04T08:00:00,56,North,41.87792595662193,50
2017-01-04T08:00:00,56,South,9.77822204034819,21
2017-01-04T08:00:00,56,East,10.086254241268698,21
2017-01-04T08:00:00,56,West,4.306973668731251,16
2017-01-04T09:00:00,57,North,46.86125795022152,49
2017-01-04T09:00:00,57,South,9.874567906514637,20
2017-01-04T09:00:00,57,East,12.748131713155562,22
2017-01-04T09:00:00,57,West,6.631624282652991,17
2017-01-04T10:00:00,58,North,59.10831994667578,49
2017-01-04T10:00:00,58,South,12.278082460268108,20
2017-01-04T10:00:00,58,East,14.714375896009244,21
2017-01-04T10:00:00,58,West,9.800772134550604,18
2017-01-04T11:00:00,59,North,68.24233823734237,48
2017-01-04T11:00:00,59,South,13.919192542388323,19
2017-01-04T11:00:00,59,East,20.105149029776815,23
2017-01-04T11:00:00,59,West,10.564341746832742,18
2017-01-04T12:00:00,60,North,75.15082987167685,50
2017-01-04T12:00:00,60,South,14.828129851937227,20
2017-01-04T12:00:00,60,East,17.306595837999467,21
2017-01-04T12:00:00,60,West,10.171358868444761,17
2017-01-04T13:00:00,61,North,61.47008442804274,48
2017-01-04T13:00:00,61,South,13.86377228948885,20
2017-01-04T13:00:00,61,East,17.217934526760295,22
2017-01-04T13:00:00,61,West,10.060914289802508,18
2017-01-04T14:00:00,62,North,69.91992809559424,49
2017-01-04T14:00:00,62,South,14.69504533161027,20
2017-01-04T14:00:00,62,East,18.55091402693536,22
2017-01-04T14:00:00,62,West,9.935314140027906,17
2017-01-04T15:00:00,63,North,73.13511915904027,50
2017-01-04T15:00:00,63,South,14.031264990730179,19
2017-01-04T15:00:00,63,East,20.33954645961871,22
2017-01-04T15:00:00,63,West,9.487715192263279,17
2017-01-04T16:00:00,64,North,62.41907920283573,47
2017-01-04T16:00:00,64,South,15.65765860739341,21
2017-01-04T16:00:00,64,East,17.97244546883949,22
2017-01-04T16:00:00,64,West,10.101358283668063,18
2017-01-04T17:00:00,65,North,62.41907920283573,47
2017-01-04T17:00:00,65,South,16.16053855482874,21
2017-01-04T17:00:00,65,East,18.97244546883949,22
2017-01-04T17:00:00,65,West,10.083683464597659,18
2017-01-04T18:00:00,66,North,68.28003315405292,49
2017-01-04T18:00:00,66,South,17.125136954033056,21
2017-01-04T18:00:00,66,East,17.44977970660687,21
2017-01-04T18:00:00,66,West,9.31505176713926,17
2017-01-04T19:00:00,67,North,68.28003315405292,49
2017-01-04T19:00:00,67,South,16.280271123465276,21
2017-01-04T19:00:00,67,East,16.58300415955062,21
2017-01-04T19:00:00,67,West,9.164049460663245,17
2017-01-04T20:00:00,68,North,69.07117365412392,49
2017-01-04T20:00:00,68,South,15.51715388895175,20
2017-01-04T20:00:00,68,East,17.630480183556067,22
2017-01-04T20:00:00,68,West,9.151369821601756,17
2017-01-04T21:00:00,69,North,69.99739461345138,49
2017-01-04T21:00:00,69,South,16.06151696287496,20
2017-01-04T21:00:00,69,East,17.9692031203616,22
2017-01-04T21:00:00,69,West,9.239809876984973,17
2017-01-04T22:00:00,70,North,68.26987027526503,49
2017-01-04T22:00:00,70,South,14.687502712092826,20
2017-01-04T22:00:00,70,East,18.464994123092715,22
2017-01-04T22:00:00,70,West,8.296599084242107,17
2017-01-04T23:00:00,71,North,62.228254981613006,48
2017-01-04T23:00:00,71,South,15.246578350902281,21
2017-01-04T23:00:00,71,East,18.274152808614733,22
2017-01-04T23:00:00,71,West,8.487155170020774,17
2017-01-05T00:00:00,72,North,53.37056506698222,46
2017-01-05T00:00:00,72,South,15.056539042482092,22
2017-01-05T00:00:00,72,East,18.146190732387705,23
2017-01-05T00:00:00,72,West,7.413981160997658,17
2017-01-05T01:00:00,73,North,41.78315466541261,47
2017-01-05T01:00:00,73,South,11.764423838784838,22
2017-01-05T01:00:00,73,East,11.12503864047731,22
2017-01-05T01:00:00,73,West,6.2341022156405685,17
2017-01-05T02:00:00,74,North,38.19626917996098,45
2017-01-05T02:00:00,74,South,13.892424053410588,24
2017-01-05T02:00:00,74,East,11.011694177667657,22
2017-01-05T02:00:00,74,West,5.730034911563218,17
2017-01-05T03:00:00,75,North,32.911277424218994,47
2017-01-05T03:00:00,75,South,10.717939574854302,24
2017-01-05T03:00:00,75,East,7.160853207401451,20
2017-01-05T03:00:00,75,West,4.807504878573118,17
2017-01-05T04:00:00,76,North,29.881406746856072,46
2017-01-05T04:00:00,76,South,10.613176897809012,24
2017-01-05T04:00:00,76,East,9.213644952261408,22
2017-01-05T04:00:00,76,West,3.906297565502644,16
2017-01-05T05:00:00,77,North,28.851739462453462,47
2017-01-05T05:00:00,77,South,9.699007499604537,23
2017-01-05T05:00:00,77,East,7.262335306075167,21
2017-01-05T05:00:00,77,West,4.043218923600319,17
2017-01-05T06:00:00,78,North,26.983019886811242,48
2017-01-05T06:00:00,78,South,6.417840489969894,21
2017-01-05T06:00:00,78,East,5.956316748649386,20
2017-01-05T06:00:00,78,West,4.951454290312638,19
2017-01-05T07:00:00,79,North,35.658996959165115,49
2017-01-05T07:00:00,79,South,9.656844781346823,22
2017-01-05T07:00:00,79,East,7.038353068983751,20
2017-01-05T07:00:00,79,West,5.009838160957964,17
2017-01-05T08:00:00,80,North,41.427333164625914,48
2017-01-05T08:00:00,80,South,11.14345424733335,22
2017-01-05T08:00:00,80,East,10.587183107067945,21
2017-01-05T08:00:00,80,West,5.231218551736003,17
2017-01-05T09:00:00,81,North,46.94661113925381,48
2017-01-05T09:00:00,81,South,9.783340381475522,19
2017-01-05T09:00:00,81,East,13.096319053187031,22
2017-01-05T09:00:00,81,West,9.111701731129692,19
2017-01-05T10:00:00,82,North,55.780290585395655,48
2017-01-05T10:00:00,82,South,15.417981331420197,22
2017-01-05T10:00:00,82,East,15.1943198657234,22
2017-01-05T10:00:00,82,West,6.994253466223914,16
2017-01-05T11:00:00,83,North,64.5016538261023,49
2017-01-05T11:00:00,83,South,13.71996837041091,20
2017-01-05T11:00:00,83,East,17.472185265683926,22
2017-01-05T11:00:00,83,West,9.672117031043545,17
2017-01-05T12:00:00,84,North,75.49339266704413,50
2017-01-05T12:00:00,84,South,15.791531530312785,20
2017-01-05T12:00:00,84,East,18.231968344937297,21
2017-01-05T12:00:00,84,West,9.696793206299116,17
2017-01-05T13:00:00,85,North,63.560272849992565,48
2017-01-05T13:00:00,85,South,14.46190253466531,20
2017-01-05T13:00:00,85,East,20.161261933092387,23
2017-01-05T13:00:00,85,West,9.496142504767,17
2017-01-05T14:00:00,86,North,68.20979841364299,49
2017-01-05T14:00:00,86,South,13.978433639185644,20
2017-01-05T14:00:00,86,East,18.55091402693536,22
2017-01-05T14:00:00,86,West,10.093304053799061,17
2017-01-05T15:00:00,87,North,71.41013342766774,49
2017-01-05T15:00:00,87,South,17.84709511340886,21
2017-01-05T15:00:00,87,East,18.35922530435686,21
2017-01-05T15:00:00,87,West,9.868885176709169,17
2017-01-05T16:00:00,88,North,63.712041969761685,48
2017-01-05T16:00:00,88,South,15.125691603830303,21
2017-01-05T16:00:00,88,East,18.50042634911832,22
2017-01-05T16:00:00,88,West,9.137380877606585,17
2017-01-05T17:00:00,89,North,65.47313981553816,48
2017-01-05T17:00:00,89,South,13.541116974447664,20
2017-01-05T17:00:00,89,East,19.41602963376993,23
2017-01-05T17:00:00,89,West,9.44573432818547,17
2017-01-05T18:00:00,90,North,66.25761060895721,48
2017-01-05T18:00:00,90,South,15.549941354742367,21
2017-01-05T18:00:00,90,East,18.586678022478427,22
2017-01-05T18:00:00,90,West,9.90394370712157,17
2017-01-05T19:00:00,91,North,66.52202881378312,48
2017-01-05T19:00:00,91,South,15.333462433520339,21
2017-01-05T19:00:00,91,East,18.9692031203616,22
2017-01-05T19:00:00,91,West,9.201348524308957,17
2017-01-05T20:00:00,92,North,66.18193283314532,48
2017-01-05T20:00:00,92,South,15.614269168673943,21
2017-01-05T20:00:00,92,East,17.336710400012997,22
2017-01-05T20:00:00,92,West,9.709244955661665,17
2017-01-05T21:00:00,93,North,67.65352715391313,49
2017-01-05T21:00:00,93,South,14.160726227288304,20
2017-01-05T21:00:00,93,East,19.09948268720636,22
2017-01-05T21:00:00,93,West,8.82356136880818,17
2017-01-05T22:00:00,94,North,64.47391599177772,48
2017-01-05T22:00:00,94,South,14.68267700380622,20
2017-01-05T22:00:00,94,East,19.07895651897838,23
2017-01-05T22:00:00,94,West,9.434977906097663,17
2017-01-05T23:00:00,95,North,58.33369459442063,47
2017-01-05T23:00:00,95,South,12.3062928533608,19
2017-01-05T23:00:00,95,East,18.977464465475766,24
2017-01-05T23:00:00,95,West,9.054869392756713,18
2017-01-06T00:00:00,96,North,51.48418427112942,48
2017-01-06T00:00:00,96,South,11.222522636617779,20
2017-01-06T00:00:00,96,East,15.869116479686912,23
2017-01-06T00:00:00,96,West,7.977894955739781,17
2017-01-06T01:00:00,97,North,43.299123258434896,48
2017-01-06T01:00:00,97,South,12.882111339484723,23
2017-01-06T01:00:00,97,East,9.266134434128228,20
2017-01-06T01:00:00,97,West,5.542473004743638,17
2017-01-06T02:00:00,98,North,37.56847568123382,49
2017-01-06T02:00:00,98,South,11.090687866674406,23
2017-01-06T02:00:00,98,East,6.953570356437347,19
2017-01-06T02:00:00,98,West,5.057115270825041,17
2017-01-06T03:00:00,99,North,31.74723873327702,46
2017-01-06T03:00:00,99,South,8.901653008699379,22
2017-01-06T03:00:00,99,East,10.163152941274275,23
2017-01-06T03:00:00,99,West,4.514447255929775,17
2017-01-06T04:00:00,100,North,32.53152124004565,51
2017-01-06T04:00:00,100,South,7.388328127833379,21
2017-01-06T04:00:00,100,East,5.855206837591416,19
2017-01-06T04:00:00,100,West,4.451430694007627,17
2017-01-06T05:00:00,101,North,27.848808483413887,48
2017-01-06T05:00:00,101,South,7.560947068761951,22
2017-01-06T05:00:00,101,East,6.708384629612795,20
2017-01-06T05:00:00,101,West,4.816686785664109,18
2017-01-06T06:00:00,102,North,25.983019886811242,48
2017-01-06T06:00:00,102,South,6.144206339979288,20
2017-01-06T06:00:00,102,East,7.133404669129175,22
2017-01-06T06:00:00,102,West,4.537323510924189,18
2017-01-06T07:00:00,103,North,28.90449913344154,48
2017-01-06T07:00:00,103,South,8.37724462907289,22
2017-01-06T07:00:00,103,East,6.925148169185208,21
2017-01-06T07:00:00,103,West,4.310071917165444,17
2017-01-06T08:00:00,104,North,36.316846087530344,49
2017-01-06T08:00:00,104,South,9.073615128647344,21
2017-01-06T08:00:00,104,East,8.506852153757217,21
2017-01-06T08:00:00,104,West,4.979798404332332,17
