hour,road,predicted_count,green_seconds
133,West,11.957125270484035,19
134,North,64.58068623481782,44
134,South,24.25229563287193,24
134,East,18.83560109273184,21
134,West,13.16350481017637,19
135,North,65.8256862348178,45
135,South,24.285462299538597,24
135,East,18.858205402016477,21
135,West,11.54142622313742,18
136,North,58.795686234817815,44
136,South,21.61651823219402,24
136,East,16.785475763694727,21
136,West,12.113988282336644,19
137,North,63.62568623481781,44
137,South,25.287758723931695,24
137,East,19.886227302775175,22
137,West,11.544513621475097,18
138,North,64.68013067926225,45
138,South,24.7007473943075,24
138,East,18.17423016045128,21
138,West,11.384032495267054,18
139,North,65.92013067926226,45
139,South,25.918906008913677,25
139,East,19.2929103213594,21
139,West,10.073053308232291,17
140,North,63.02320760233917,44
140,South,24.736302949863056,25
140,East,19.89553350369235,22
140,West,9.706320530775956,17
141,North,57.29198230589649,44
141,South,22.60570129124814,25
141,East,18.406526257220126,22
141,West,8.990765473783986,17
142,North,75.2796007967194,47
142,South,22.207262114748247,23
142,East,20.022842271498394,21
142,West,9.96778449893489,17
143,North,83.19433955795816,48
143,South,24.311711920527756,23
143,East,20.068913972490005,21
143,West,9.818692577650115,16
144,North,78.0639980534262,49
144,South,22.1607380959395,23
144,East,15.949666654581502,20
144,West,9.042132765760744,16
145,North,64.36326080607974,50
145,South,20.22390892090403,24
145,East,12.374308796376598,19
145,West,5.735961996160975,15
146,North,56.1847226973351,49
146,South,20.621079358006217,26
146,East,8.949327215582912,18
146,West,5.2319765651784165,15
147,North,45.61372076112421,48
147,South,17.724045056820156,26
147,East,6.794890261677473,17
147,West,5.593321200971689,17
148,North,39.431649599963485,49
148,South,13.631596922552355,25
148,East,6.1079284392316335,18
148,West,4.876113248038002,16
149,North,38.119160447184,47
149,South,13.631596922552355,25
149,East,8.579850896237934,20
149,West,4.866557793145132,16
150,North,40.66363913164735,47
150,South,15.65772509365928,25
150,East,8.493006955465141,19
150,West,5.550405994818238,17
151,North,49.68560573755409,49
151,South,16.56711368135589,24
151,East,9.635717157097512,19
151,West,5.922201307263762,16
152,North,54.0471257217521,51
152,South,14.797023410492207,22
152,East,9.221679415810627,19
152,West,5.647809142126109,16
153,North,66.860867646068,50
153,South,18.817167509557734,23
153,East,12.505737196961004,19
153,West,6.955246933065985,16
154,North,76.1916201592704,48
154,South,19.37978980553314,21
154,East,19.95892857445211,22
154,West,9.926264807536395,17
155,North,55.60044710438303,42
155,South,21.704758757202338,24
155,East,24.370643638149065,25
155,West,8.792458358465044,17
156,North,55.650447104383026,41
156,South,22.015962201969458,23
156,East,26.99031066600208,26
156,West,10.613679921988393,18
157,North,77.18822489626507,47
157,South,22.08931159862415,22
157,East,23.337224658685656,23
157,West,9.794683194481639,16
158,North,56.67218623481781,42
158,South,24.900091514520202,25
158,East,22.357109324617536,24
158,West,8.95383541603243,17
159,North,57.87544710438303,43
159,South,22.106061124522995,24
159,East,22.575023412515684,24
159,West,8.392002426411226,17
160,North,82.85586532698477,49
160,South,20.150614140940817,21
160,East,20.814911774813222,21
160,West,10.482511166448816,17
161,North,79.73877755778761,48
161,South,21.630114637596797,22
161,East,21.0993116428238,21
161,West,10.520415928353579,17
162,North,83.27589920007755,48
162,South,22.34530120184761,22
162,East,20.913105442268893,21
162,West,11.605124929220803,17
163,North,58.038297345928925,43
163,South,22.309147355693767,24
163,East,20.392789625852224,23
163,West,10.075204473767029,18
164,North,75.87550988762848,44
164,South,23.04009165321326,22
164,East,20.663236538128636,21
164,West,20.417274790030127,21
165,North,80.38250429830393,48
165,South,20.996590006379467,21
165,East,22.084137512618,22
165,West,10.43501657506971,17
166,North,77.51820512790604,46
166,South,20.122120839702173,21
166,East,21.44100384706846,22
166,West,15.556208484396407,19
167,North,72.70417376035807,49
167,South,20.90356950620833,23
167,East,15.459136152175049,20
167,West,8.354044806931082,16
