DateTime,Road,Vehicles,ID,Outlier_Flag,Synthetic_Segment_Unverified
2015-11-02 14:00,East,6,20151102143,FALSE,FALSE
2015-11-02 15:00,East,9,20151102153,FALSE,FALSE
2015-11-02 16:00,East,6,20151102163,FALSE,FALSE
2015-11-02 17:00,East,6,20151102173,FALSE,FALSE
2015-11-02 18:00,East,8,20151102183,FALSE,FALSE
2015-11-02 19:00,East,7,20151102193,FALSE,FALSE
2015-11-02 20:00,East,13,20151102203,FALSE,FALSE
2015-11-02 21:00,East,15,20151102213,FALSE,FALSE
2015-11-02 22:00,East,9,20151102223,FALSE,FALSE
2015-11-02 23:00,East,8,20151102233,FALSE,FALSE
2015-11-03 00:00,East,10,20151103003,FALSE,FALSE
2015-11-03 01:00,East,4,20151103013,FALSE,FALSE
2015-11-03 02:00,East,7,20151103023,FALSE,FALSE
2015-11-03 03:00,East,5,20151103033,FALSE,FALSE
2015-11-03 04:00,East,4,20151103043,FALSE,FALSE
2015-11-03 05:00,East,4,20151103053,FALSE,FALSE
2015-11-03 06:00,East,3,20151103063,FALSE,FALSE
2015-11-03 07:00,East,5,20151103073,FALSE,FALSE
2015-11-03 08:00,East,6,20151103083,FALSE,FALSE
2015-11-03 09:00,East,6,20151103093,FALSE,FALSE
2015-11-03 10:00,East,10,20151103103,FALSE,FALSE
2015-11-03 11:00,East,8,20151103113,FALSE,FALSE
2015-11-03 12:00,East,10,20151103123,FALSE,FALSE
2015-11-03 13:00,East,5,20151103133,FALSE,FALSE
2015-11-03 14:00,East,8,20151103143,FALSE,FALSE
2015-11-03 15:00,East,8,20151103153,FALSE,FALSE
2015-11-03 16:00,East,5,20151103163,FALSE,FALSE
2015-11-03 17:00,East,7,20151103173,FALSE,FALSE
2015-11-03 18:00,East,4,20151103183,FALSE,FALSE
2015-11-03 19:00,East,7,20151103193,FALSE,FALSE
2015-11-03 20:00,East,6,20151103203,FALSE,FALSE
2015-11-03 21:00,East,6,20151103213,FALSE,FALSE
2015-11-03 22:00,East,9,20151103223,FALSE,FALSE
2015-11-03 23:00,East,3,20151103233,FALSE,FALSE
2015-11-04 00:00,East,2,20151104003,FALSE,FALSE
2015-11-04 01:00,East,6,20151104013,FALSE,FALSE
2015-11-04 02:00,East,3,20151104023,FALSE,FALSE
2015-11-04 03:00,East,6,20151104033,FALSE,FALSE
2015-11-04 04:00,East,1,20151104043,FALSE,FALSE
2015-11-04 05:00,East,6,20151104053,FALSE,FALSE
2015-11-04 06:00,East,2,20151104063,FALSE,FALSE
2015-11-04 07:00,East,3,20151104073,FALSE,FALSE
2015-11-04 08:00,East,5,20151104083,FALSE,FALSE
2015-11-04 09:00,East,5,20151104093,FALSE,FALSE
2015-11-04 10:00,East,3,20151104103,FALSE,FALSE
2015-11-04 11:00,East,4,20151104113,FALSE,FALSE
2015-11-04 12:00,East,7,20151104123,FALSE,FALSE
2015-11-04 13:00,East,5,20151104133,FALSE,FALSE
2015-11-04 14:00,East,5,20151104143,FALSE,FALSE
2015-11-04 15:00,East,7,20151104153,FALSE,FALSE
2015-11-04 16:00,East,9,20151104163,FALSE,FALSE
2015-11-04 17:00,East,8,20151104173,FALSE,FALSE
2015-11-04 18:00,East,7,20151104183,FALSE,FALSE
2015-11-04 19:00,East,6,20151104193,FALSE,FALSE
2015-11-04 20:00,East,8,20151104203,FALSE,FALSE
2015-11-04 21:00,East,5,20151104213,FALSE,FALSE
2015-11-04 22:00,East,4,20151104223,FALSE,FALSE
2015-11-04 23:00,East,4,20151104233,FALSE,FALSE
2015-11-05 00:00,East,6,20151105003,FALSE,FALSE
2015-11-05 01:00,East,3,20151105013,FALSE,FALSE
2015-11-05 02:00,East,1,20151105023,FALSE,FALSE
2015-11-05 03:00,East,2,20151105033,FALSE,FALSE
2015-11-05 04:00,East,1,20151105043,FALSE,FALSE
2015-11-05 05:00,East,4,20151105053,FALSE,FALSE
2015-11-05 06:00,East,4,20151105063,FALSE,FALSE
2015-11-05 07:00,East,4,20151105073,FALSE,FALSE
2015-11-05 08:00,East,4,20151105083,FALSE,FALSE
2015-11-05 09:00,East,5,20151105093,FALSE,FALSE
2015-11-05 10:00,East,5,20151105103,FALSE,FALSE
2015-11-05 11:00,East,2,20151105113,FALSE,FALSE
2015-11-05 12:00,East,7,20151105123,FALSE,FALSE
2015-11-05 13:00,East,6,20151105133,FALSE,FALSE
2015-11-05 14:00,East,5,20151105143,FALSE,FALSE
2015-11-05 15:00,East,4,20151105153,FALSE,FALSE
2015-11-05 16:00,East,4,20151105163,FALSE,FALSE
2015-11-05 17:00,East,6,20151105173,FALSE,FALSE
2015-11-05 18:00,East,8,20151105183,FALSE,FALSE
2015-11-05 19:00,East,4,20151105193,FALSE,FALSE
2015-11-05 20:00,East,6,20151105203,FALSE,FALSE
2015-11-05 21:00,East,5,20151105213,FALSE,FALSE
2015-11-05 22:00,East,4,20151105223,FALSE,FALSE
2015-11-05 23:00,East,6,20151105233,FALSE,FALSE
2015-11-06 00:00,East,3,20151106003,FALSE,FALSE
2015-11-06 01:00,East,3,20151106013,FALSE,FALSE
2015-11-06 02:00,East,2,20151106023,FALSE,FALSE
2015-11-06 03:00,East,3,20151106033,FALSE,FALSE
2015-11-06 04:00,East,1,20151106043,FALSE,FALSE
2015-11-06 05:00,East,3,20151106053,FALSE,FALSE
2015-11-06 06:00,East,2,20151106063,FALSE,FALSE
2015-11-06 07:00,East,5,20151106073,FALSE,FALSE
2015-11-06 08:00,East,3,20151106083,FALSE,FALSE
2015-11-06 09:00,East,7,20151106093,FALSE,FALSE
2015-11-06 10:00,East,2,20151106103,FALSE,FALSE
2015-11-06 11:00,East,6,20151106113,FALSE,FALSE
2015-11-06 12:00,East,5,20151106123,FALSE,FALSE
2015-11-06 13:00,East,3,20151106133,FALSE,FALSE
2015-11-06 14:00,East,7,20151106143,FALSE,FALSE
2015-11-06 15:00,East,3,20151106153,FALSE,FALSE
2015-11-06 16:00,East,5,20151106163,FALSE,FALSE
2015-11-06 17:00,East,5,20151106173,FALSE,FALSE
2015-11-06 18:00,East,8,20151106183,FALSE,FALSE
2015-11-06 19:00,East,6,20151106193,FALSE,FALSE
2015-11-06 20:00,East,2,20151106203,FALSE,FALSE
2015-11-06 21:00,East,5,20151106213,FALSE,FALSE
2015-11-06 22:00,East,6,20151106223,FALSE,FALSE
2015-11-06 23:00,East,6,20151106233,FALSE,FALSE
2015-11-07 00:00,East,3,20151107003,FALSE,FALSE
2015-11-07 01:00,East,6,20151107013,FALSE,FALSE
2015-11-07 02:00,East,3,20151107023,FALSE,FALSE
2015-11-07 03:00,East,4,20151107033,FALSE,FALSE
2015-11-07 04:00,East,5,20151107043,FALSE,FALSE
2015-11-07 05:00,East,6,20151107053,FALSE,FALSE
2015-11-07 06:00,East,1,20151107063,FALSE,FALSE
2015-11-07 07:00,East,2,20151107073,FALSE,FALSE
2015-11-07 08:00,East,2,20151107083,FALSE,FALSE
2015-11-07 09:00,East,2,20151107093,FALSE,FALSE
2015-11-07 10:00,East,3,20151107103,FALSE,FALSE
2015-11-07 11:00,East,4,20151107113,FALSE,FALSE
2015-11-07 12:00,East,4,20151107123,FALSE,FALSE
2015-11-07 13:00,East,3,20151107133,FALSE,FALSE
2015-11-07 14:00,East,9,20151107143,FALSE,FALSE
2015-11-07 15:00,East,3,20151107153,FALSE,FALSE
2015-11-07 16:00,East,5,20151107163,FALSE,FALSE
2015-11-07 17:00,East,4,20151107173,FALSE,FALSE
2015-11-07 18:00,East,4,20151107183,FALSE,FALSE
2015-11-07 19:00,East,5,20151107193,FALSE,FALSE
2015-11-07 20:00,East,7,20151107203,FALSE,FALSE
2015-11-07 21:00,East,3,20151107213,FALSE,FALSE
2015-11-07 22:00,East,6,20151107223,FALSE,FALSE
2015-11-07 23:00,East,3,20151107233,FALSE,FALSE
2015-11-08 00:00,East,4,20151108003,FALSE,FALSE
2015-11-08 01:00,East,6,20151108013,FALSE,FALSE
2015-11-08 02:00,East,3,20151108023,FALSE,FALSE
2015-11-08 03:00,East,3,20151108033,FALSE,FALSE
2015-11-08 04:00,East,5,20151108043,FALSE,FALSE
2015-11-08 05:00,East,5,20151108053,FALSE,FALSE
2015-11-08 06:00,East,2,20151108063,FALSE,FALSE
2015-11-08 07:00,East,5,20151108073,FALSE,FALSE
2015-11-08 08:00,East,5,20151108083,FALSE,FALSE
2015-11-08 09:00,East,6,20151108093,FALSE,FALSE
2015-11-08 10:00,East,10,20151108103,FALSE,FALSE
2015-11-08 11:00,East,11,20151108113,FALSE,FALSE
2015-11-08 12:00,East,3,20151108123,FALSE,FALSE
2015-11-08 13:00,East,3,20151108133,FALSE,FALSE
2015-11-08 14:00,East,6,20151108143,FALSE,FALSE
2015-11-08 15:00,East,4,20151108153,FALSE,FALSE
2015-11-08 16:00,East,2,20151108163,FALSE,FALSE
2015-11-08 17:00,East,2,20151108173,FALSE,FALSE
2015-11-08 18:00,East,7,20151108183,FALSE,FALSE
2015-11-08 19:00,East,6,20151108193,FALSE,FALSE
2015-11-08 20:00,East,5,20151108203,FALSE,FALSE
2015-11-08 21:00,East,6,20151108213,FALSE,FALSE
2015-11-08 22:00,East,6,20151108223,FALSE,FALSE
2015-11-08 23:00,East,3,20151108233,FALSE,FALSE
2015-11-09 00:00,East,3,20151109003,FALSE,FALSE
2015-11-09 01:00,East,5,20151109013,FALSE,FALSE
2015-11-09 02:00,East,2,20151109023,FALSE,FALSE
2015-11-09 03:00,East,6,20151109033,FALSE,FALSE
2015-11-09 04:00,East,2,20151109043,FALSE,FALSE
2015-11-09 05:00,East,5,20151109053,FALSE,FALSE
2015-11-09 06:00,East,5,20151109063,FALSE,FALSE
2015-11-09 07:00,East,2,20151109073,FALSE,FALSE
2015-11-09 08:00,East,6,20151109083,FALSE,FALSE
2015-11-09 09:00,East,7,20151109093,FALSE,FALSE
2015-11-09 10:00,East,5,20151109103,FALSE,FALSE
2015-11-09 11:00,East,5,20151109113,FALSE,FALSE
2015-11-09 12:00,East,6,20151109123,FALSE,FALSE
2015-11-09 13:00,East,4,20151109133,FALSE,FALSE
2015-11-09 14:00,East,6,20151109143,FALSE,FALSE
2015-11-09 15:00,East,3,20151109153,FALSE,FALSE
2015-11-09 16:00,East,4,20151109163,FALSE,FALSE
2015-11-09 17:00,East,4,20151109173,FALSE,FALSE
2015-11-09 18:00,East,6,20151109183,FALSE,FALSE
2015-11-09 19:00,East,8,20151109193,FALSE,FALSE
2015-11-09 20:00,East,6,20151109203,FALSE,FALSE
2015-11-09 21:00,East,5,20151109213,FALSE,FALSE
2015-11-09 22:00,East,8,20151109223,FALSE,FALSE
2015-11-09 23:00,East,8,20151109233,FALSE,FALSE
2015-11-10 00:00,East,12,20151110003,FALSE,FALSE
2015-11-10 01:00,East,6,20151110013,FALSE,FALSE
2015-11-10 02:00,East,7,20151110023,FALSE,FALSE
2015-11-10 03:00,East,4,20151110033,FALSE,FALSE
2015-11-10 04:00,East,6,20151110043,FALSE,FALSE
2015-11-10 05:00,East,7,20151110053,FALSE,FALSE
2015-11-10 06:00,East,3,20151110063,FALSE,FALSE
2015-11-10 07:00,East,6,20151110073,FALSE,FALSE
2015-11-10 08:00,East,4,20151110083,FALSE,FALSE
2015-11-10 09:00,East,6,20151110093,FALSE,FALSE
2015-11-10 10:00,East,5,20151110103,FALSE,FALSE
2015-11-10 11:00,East,5,20151110113,FALSE,FALSE
2015-11-10 12:00,East,2,20151110123,FALSE,FALSE
2015-11-10 13:00,East,4,20151110133,FALSE,FALSE
2015-11-10 14:00,East,7,20151110143,FALSE,FALSE
2015-11-10 15:00,East,6,20151110153,FALSE,FALSE
2015-11-10 16:00,East,4,20151110163,FALSE,FALSE
2015-11-10 17:00,East,6,20151110173,FALSE,FALSE
2015-11-10 18:00,East,2,20151110183,FALSE,FALSE
2015-11-10 19:00,East,5,20151110193,FALSE,FALSE
2015-11-10 20:00,East,7,20151110203,FALSE,FALSE
2015-11-10 21:00,East,9,20151110213,FALSE,FALSE
2015-11-10 22:00,East,6,20151110223,FALSE,FALSE
2015-11-10 23:00,East,7,20151110233,FALSE,FALSE
2015-11-11 00:00,East,6,20151111003,FALSE,FALSE
2015-11-11 01:00,East,5,20151111013,FALSE,FALSE
2015-11-11 02:00,East,3,20151111023,FALSE,FALSE
2015-11-11 03:00,East,5,20151111033,FALSE,FALSE
2015-11-11 04:00,East,6,20151111043,FALSE,FALSE
2015-11-11 05:00,East,2,20151111053,FALSE,FALSE
2015-11-11 06:00,East,4,20151111063,FALSE,FALSE
2015-11-11 07:00,East,3,20151111073,FALSE,FALSE
2015-11-11 08:00,East,2,20151111083,FALSE,FALSE
2015-11-11 09:00,East,6,20151111093,FALSE,FALSE
2015-11-11 10:00,East,3,20151111103,FALSE,FALSE
2015-11-11 11:00,East,3,20151111113,FALSE,FALSE
2015-11-11 12:00,East,6,20151111123,FALSE,FALSE
2015-11-11 13:00,East,5,20151111133,FALSE,FALSE
2015-11-11 14:00,East,6,20151111143,FALSE,FALSE
2015-11-11 15:00,East,4,20151111153,FALSE,FALSE
2015-11-11 16:00,East,4,20151111163,FALSE,FALSE
2015-11-11 17:00,East,6,20151111173,FALSE,FALSE
2015-11-11 18:00,East,5,20151111183,FALSE,FALSE
2015-11-11 19:00,East,6,20151111193,FALSE,FALSE
2015-11-11 20:00,East,5,20151111203,FALSE,FALSE
2015-11-11 21:00,East,8,20151111213,FALSE,FALSE
2015-11-11 22:00,East,2,20151111223,FALSE,FALSE
2015-11-11 23:00,East,6,20151111233,FALSE,FALSE
2015-11-12 00:00,East,6,20151112003,FALSE,FALSE
2015-11-12 01:00,East,5,20151112013,FALSE,FALSE
2015-11-12 02:00,East,4,20151112023,FALSE,FALSE
2015-11-12 03:00,East,3,20151112033,FALSE,FALSE
2015-11-12 04:00,East,5,20151112043,FALSE,FALSE
2015-11-12 05:00,East,2,20151112053,FALSE,FALSE
2015-11-12 06:00,East,1,20151112063,FALSE,FALSE
2015-11-12 07:00,East,5,20151112073,FALSE,FALSE
2015-11-12 08:00,East,5,20151112083,FALSE,FALSE
2015-11-12 09:00,East,2,20151112093,FALSE,FALSE
2015-11-12 10:00,East,5,20151112103,FALSE,FALSE
2015-11-12 11:00,East,6,20151112113,FALSE,FALSE
2015-11-12 12:00,East,6,20151112123,FALSE,FALSE
2015-11-12 13:00,East,6,20151112133,FALSE,FALSE
2015-11-12 14:00,East,3,20151112143,FALSE,FALSE
2015-11-12 15:00,East,8,20151112153,FALSE,FALSE
2015-11-12 16:00,East,4,20151112163,FALSE,FALSE
2015-11-12 17:00,East,6,20151112173,FALSE,FALSE
2015-11-12 18:00,East,9,20151112183,FALSE,FALSE
2015-11-12 19:00,East,6,20151112193,FALSE,FALSE
2015-11-12 20:00,East,4,20151112203,FALSE,FALSE
2015-11-12 21:00,East,7,20151112213,FALSE,FALSE
2015-11-12 22:00,East,3,20151112223,FALSE,FALSE
2015-11-12 23:00,East,5,20151112233,FALSE,FALSE
2015-11-13 00:00,East,4,20151113003,FALSE,FALSE
2015-11-13 01:00,East,3,20151113013,FALSE,FALSE
2015-11-13 02:00,East,4,20151113023,FALSE,FALSE
2015-11-13 03:00,East,6,20151113033,FALSE,FALSE
2015-11-13 04:00,East,4,20151113043,FALSE,FALSE
2015-11-13 05:00,East,2,20151113053,FALSE,FALSE
2015-11-13 06:00,East,5,20151113063,FALSE,FALSE
2015-11-13 07:00,East,3,20151113073,FALSE,FALSE
2015-11-13 08:00,East,4,20151113083,FALSE,FALSE
2015-11-13 09:00,East,3,20151113093,FALSE,FALSE
2015-11-13 10:00,East,4,20151113103,FALSE,FALSE
2015-11-13 11:00,East,8,20151113113,FALSE,FALSE
2015-11-13 12:00,East,3,20151113123,FALSE,FALSE
2015-11-13 13:00,East,4,20151113133,FALSE,FALSE
2015-11-13 14:00,East,3,20151113143,FALSE,FALSE
2015-11-13 15:00,East,5,20151113153,FALSE,FALSE
2015-11-13 16:00,East,5,20151113163,FALSE,FALSE
2015-11-13 17:00,East,8,20151113173,FALSE,FALSE
2015-11-13 18:00,East,4,20151113183,FALSE,FALSE
2015-11-13 19:00,East,5,20151113193,FALSE,FALSE
2015-11-13 20:00,East,6,20151113203,FALSE,FALSE
2015-11-13 21:00,East,6,20151113213,FALSE,FALSE
2015-11-13 22:00,East,6,20151113223,FALSE,FALSE
2015-11-13 23:00,East,8,20151113233,FALSE,FALSE
2015-11-14 00:00,East,3,20151114003,FALSE,FALSE
2015-11-14 01:00,East,4,20151114013,FALSE,FALSE
2015-11-14 02:00,East,7,20151114023,FALSE,FALSE
2015-11-14 03:00,East,5,20151114033,FALSE,FALSE
2015-11-14 04:00,East,1,20151114043,FALSE,FALSE
2015-11-14 05:00,East,2,20151114053,FALSE,FALSE
2015-11-14 06:00,East,5,20151114063,FALSE,FALSE
2015-11-14 07:00,East,5,20151114073,FALSE,FALSE
2015-11-14 08:00,East,6,20151114083,FALSE,FALSE
2015-11-14 09:00,East,3,20151114093,FALSE,FALSE
2015-11-14 10:00,East,5,20151114103,FALSE,FALSE
2015-11-14 11:00,East,4,20151114113,FALSE,FALSE
2015-11-14 12:00,East,6,20151114123,FALSE,FALSE
2015-11-14 13:00,East,2,20151114133,FALSE,FALSE
2015-11-14 14:00,East,6,20151114143,FALSE,FALSE
2015-11-14 15:00,East,4,20151114153,FALSE,FALSE
2015-11-14 16:00,East,2,20151114163,FALSE,FALSE
2015-11-14 17:00,East,6,20151114173,FALSE,FALSE
2015-11-14 18:00,East,4,20151114183,FALSE,FALSE
2015-11-14 19:00,East,3,20151114193,FALSE,FALSE
2015-11-14 20:00,East,4,20151114203,FALSE,FALSE
2015-11-14 21:00,East,5,20151114213,FALSE,FALSE
2015-11-14 22:00,East,2,20151114223,FALSE,FALSE
2015-11-14 23:00,East,5,20151114233,FALSE,FALSE
2015-11-15 00:00,East,6,20151115003,FALSE,FALSE
2015-11-15 01:00,East,4,20151115013,FALSE,FALSE
2015-11-15 02:00,East,1,20151115023,FALSE,FALSE
2015-11-15 03:00,East,3,20151115033,FALSE,FALSE
2015-11-15 04:00,East,3,20151115043,FALSE,FALSE
2015-11-15 05:00,East,1,20151115053,FALSE,FALSE
2015-11-15 06:00,East,2,20151115063,FALSE,FALSE
2015-11-15 07:00,East,3,20151115073,FALSE,FALSE
2015-11-15 08:00,East,6,20151115083,FALSE,FALSE
2015-11-15 09:00,East,2,20151115093,FALSE,FALSE
2015-11-15 10:00,East,3,20151115103,FALSE,FALSE
2015-11-15 11:00,East,2,20151115113,FALSE,FALSE
2015-11-15 12:00,East,4,20151115123,FALSE,FALSE
2015-11-15 13:00,East,2,20151115133,FALSE,FALSE
2015-11-15 14:00,East,6,20151115143,FALSE,FALSE
2015-11-15 15:00,East,6,20151115153,FALSE,FALSE
2015-11-15 16:00,East,2,20151115163,FALSE,FALSE
2015-11-15 17:00,East,6,20151115173,FALSE,FALSE
2015-11-15 18:00,East,2,20151115183,FALSE,FALSE
2015-11-15 19:00,East,3,20151115193,FALSE,FALSE
2015-11-15 20:00,East,5,20151115203,FALSE,FALSE
2015-11-15 21:00,East,5,20151115213,FALSE,FALSE
2015-11-15 22:00,East,2,20151115223,FALSE,FALSE
2015-11-15 23:00,East,4,20151115233,FALSE,FALSE
2015-11-16 00:00,East,6,20151116003,FALSE,FALSE
2015-11-16 01:00,East,5,20151116013,FALSE,FALSE
2015-11-16 02:00,East,1,20151116023,FALSE,FALSE
2015-11-16 03:00,East,5,20151116033,FALSE,FALSE
2015-11-16 04:00,East,1,20151116043,FALSE,FALSE
2015-11-16 05:00,East,4,20151116053,FALSE,FALSE
2015-11-16 06:00,East,3,20151116063,FALSE,FALSE
2015-11-16 07:00,East,5,20151116073,FALSE,FALSE
2015-11-16 08:00,East,2,20151116083,FALSE,FALSE
2015-11-16 09:00,East,3,20151116093,FALSE,FALSE
2015-11-16 10:00,East,5,20151116103,FALSE,FALSE
2015-11-16 11:00,East,7,20151116113,FALSE,FALSE
2015-11-16 12:00,East,6,20151116123,FALSE,FALSE
2015-11-16 13:00,East,4,20151116133,FALSE,FALSE
2015-11-16 14:00,East,6,20151116143,FALSE,FALSE
2015-11-16 15:00,East,8,20151116153,FALSE,FALSE
2015-11-16 16:00,East,11,20151116163,FALSE,FALSE
2015-11-16 17:00,East,13,20151116173,FALSE,FALSE
2015-11-16 18:00,East,5,20151116183,FALSE,FALSE
2015-11-16 19:00,East,12,20151116193,FALSE,FALSE
2015-11-16 20:00,East,8,20151116203,FALSE,FALSE
2015-11-16 21:00,East,7,20151116213,FALSE,FALSE
2015-11-16 22:00,East,9,20151116223,FALSE,FALSE
2015-11-16 23:00,East,6,20151116233,FALSE,FALSE
2015-11-17 00:00,East,12,20151117003,FALSE,FALSE
2015-11-17 01:00,East,11,20151117013,FALSE,FALSE
2015-11-17 02:00,East,4,20151117023,FALSE,FALSE
2015-11-17 03:00,East,6,20151117033,FALSE,FALSE
2015-11-17 04:00,East,4,20151117043,FALSE,FALSE
2015-11-17 05:00,East,3,20151117053,FALSE,FALSE
2015-11-17 06:00,East,4,20151117063,FALSE,FALSE
2015-11-17 07:00,East,7,20151117073,FALSE,FALSE
2015-11-17 08:00,East,6,20151117083,FALSE,FALSE
2015-11-17 09:00,East,7,20151117093,FALSE,FALSE
2015-11-17 10:00,East,8,20151117103,FALSE,FALSE
2015-11-17 11:00,East,7,20151117113,FALSE,FALSE
2015-11-17 12:00,East,9,20151117123,FALSE,FALSE
2015-11-17 13:00,East,4,20151117133,FALSE,FALSE
2015-11-17 14:00,East,6,20151117143,FALSE,FALSE
2015-11-17 15:00,East,13,20151117153,FALSE,FALSE
2015-11-17 16:00,East,8,20151117163,FALSE,FALSE
2015-11-17 17:00,East,7,20151117173,FALSE,FALSE
2015-11-17 18:00,East,6,20151117183,FALSE,FALSE
2015-11-17 19:00,East,8,20151117193,FALSE,FALSE
2015-11-17 20:00,East,5,20151117203,FALSE,FALSE
2015-11-17 21:00,East,8,20151117213,FALSE,FALSE
2015-11-17 22:00,East,10,20151117223,FALSE,FALSE
2015-11-17 23:00,East,6,20151117233,FALSE,FALSE
2015-11-18 00:00,East,4,20151118003,FALSE,FALSE
2015-11-18 01:00,East,6,20151118013,FALSE,FALSE
2015-11-18 02:00,East,2,20151118023,FALSE,FALSE
2015-11-18 03:00,East,4,20151118033,FALSE,FALSE
2015-11-18 04:00,East,4,20151118043,FALSE,FALSE
2015-11-18 05:00,East,5,20151118053,FALSE,FALSE
2015-11-18 06:00,East,5,20151118063,FALSE,FALSE
2015-11-18 07:00,East,5,20151118073,FALSE,FALSE
2015-11-18 08:00,East,1,20151118083,FALSE,FALSE
2015-11-18 09:00,East,8,20151118093,FALSE,FALSE
2015-11-18 10:00,East,29,20151118103,FALSE,FALSE
2015-11-18 11:00,East,29,20151118113,FALSE,FALSE
2015-11-18 12:00,East,18,20151118123,FALSE,FALSE
2015-11-18 13:00,East,16,20151118133,FALSE,FALSE
2015-11-18 14:00,East,19,20151118143,FALSE,FALSE
2015-11-18 15:00,East,17,20151118153,FALSE,FALSE
2015-11-18 16:00,East,15,20151118163,FALSE,FALSE
2015-11-18 17:00,East,25,20151118173,FALSE,FALSE
2015-11-18 18:00,East,32,20151118183,FALSE,FALSE
2015-11-18 19:00,East,34,20151118193,FALSE,FALSE
2015-11-18 20:00,East,30,20151118203,FALSE,FALSE
2015-11-18 21:00,East,25,20151118213,FALSE,FALSE
2015-11-18 22:00,East,23,20151118223,FALSE,FALSE
2015-11-18 23:00,East,16,20151118233,FALSE,FALSE
2015-11-19 00:00,East,14,20151119003,FALSE,FALSE
2015-11-19 01:00,East,11,20151119013,FALSE,FALSE
2015-11-19 02:00,East,7,20151119023,FALSE,FALSE
2015-11-19 03:00,East,8,20151119033,FALSE,FALSE
2015-11-19 04:00,East,6,20151119043,FALSE,FALSE
2015-11-19 05:00,East,4,20151119053,FALSE,FALSE
2015-11-19 06:00,East,7,20151119063,FALSE,FALSE
2015-11-19 07:00,East,6,20151119073,FALSE,FALSE
2015-11-19 08:00,East,7,20151119083,FALSE,FALSE
2015-11-19 09:00,East,15,20151119093,FALSE,FALSE
2015-11-19 10:00,East,14,20151119103,FALSE,FALSE
2015-11-19 11:00,East,16,20151119113,FALSE,FALSE
2015-11-19 12:00,East,20,20151119123,FALSE,FALSE
2015-11-19 13:00,East,24,20151119133,FALSE,FALSE
2015-11-19 14:00,East,35,20151119143,TRUE,FALSE
2015-11-19 15:00,East,39,20151119153,TRUE,FALSE
2015-11-19 16:00,East,39,20151119163,TRUE,FALSE
2015-11-19 17:00,East,23,20151119173,FALSE,FALSE
2015-11-19 18:00,East,23,20151119183,FALSE,FALSE
2015-11-19 19:00,East,22,20151119193,FALSE,FALSE
2015-11-19 20:00,East,20,20151119203,FALSE,FALSE
2015-11-19 21:00,East,18,20151119213,FALSE,FALSE
2015-11-19 22:00,East,18,20151119223,FALSE,FALSE
2015-11-19 23:00,East,24,20151119233,FALSE,FALSE
2015-11-20 00:00,East,31,20151120003,FALSE,FALSE
2015-11-20 01:00,East,18,20151120013,FALSE,FALSE
2015-11-20 02:00,East,13,20151120023,FALSE,FALSE
2015-11-20 03:00,East,7,20151120033,FALSE,FALSE
2015-11-20 04:00,East,9,20151120043,FALSE,FALSE
2015-11-20 05:00,East,9,20151120053,FALSE,FALSE
2015-11-20 06:00,East,13,20151120063,FALSE,FALSE
