# run_started_utc: 2026-08-20T04:51:41.570442+00:00
# run_started_local: 2026-08-20T10:21:41.570442+05:30
# run_ended_utc: 2026-08-20T04:52:42.787463+00:00
# simulated_duration_s: 1977.5
# rows_written: 788
# git_commit: 9520573
# git_tree: clean
# schedule_file: E:\BSc Project Task\Simulation\signal_schedule_annual.csv
# schedule_sha256: 9ab4100c95934d3065dcf27fee6c19e9cde8e295cd37f3da4c3b1d31e9efba9e
# approved_by: sasiru
# approved_at: 2026-08-20T04:51:41.354059+00:00
# encryption_at_end: on
# encryption_toggled_during_run: no
# attacks_fired: none
# demand_multiplier: 1
# density: 1x
sim_time_s,clock,arm,demand_window,arrivals_window,blocked_entries,discharged_window,green_seconds_window,discharge_per_green_s,queue_length,mean_speed,accident_active,accident_location,anomaly_flag
260.0,08:04,East,0,0,0,0,0,0.0,0,2.2,0,,0
260.0,08:04,West,0,0,0,0,0,0.0,0,2.2,0,,0
270.0,08:04,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
270.0,08:04,South,0,0,0,0,0,0.0,0,2.2,0,,0
270.0,08:04,East,0,0,0,0,0,0.0,0,2.2,0,,0
270.0,08:04,West,0,0,0,0,0,0.0,0,2.2,0,,0
280.0,08:04,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
280.0,08:04,South,0,0,0,0,0,0.0,0,2.2,0,,0
280.0,08:04,East,0,0,0,0,0,0.0,0,2.2,0,,0
280.0,08:04,West,0,0,0,0,0,0.0,0,2.2,0,,0
290.0,08:04,North,0,0,0,0,16.23,0.0,0,2.2,0,,0
290.0,08:04,South,0,0,0,0,0.77,0.0,0,2.2,0,,0
290.0,08:04,East,0,0,0,0,0,0.0,0,2.2,0,,0
290.0,08:04,West,0,0,0,0,0,0.0,0,2.2,0,,0
300.0,08:05,North,0,0,0,0,6.23,0.0,0,2.2,0,,0
300.0,08:05,South,0,0,0,0,10.77,0.0,0,2.2,0,,0
300.0,08:05,East,0,0,0,0,0,0.0,0,2.2,0,,0
300.0,08:05,West,0,0,0,0,0,0.0,0,2.2,0,,0
310.0,08:05,North,0,0,0,0,0,0.0,0,2.2,0,,0
310.0,08:05,South,0,0,0,0,20.02,0.0,0,2.2,0,,0
310.0,08:05,East,0,0,0,0,0,0.0,0,2.2,0,,0
310.0,08:05,West,0,0,0,0,0,0.0,0,2.2,0,,0
320.0,08:05,North,0,0,0,0,0,0.0,0,2.2,0,,0
320.0,08:05,South,0,0,0,0,12.27,0.0,0,2.2,0,,0
320.0,08:05,East,0,0,0,0,4.73,0.0,0,2.2,0,,0
320.0,08:05,West,0,0,0,0,0,0.0,0,2.2,0,,0
330.0,08:05,North,0,0,0,0,0,0.0,0,2.2,0,,0
330.0,08:05,South,0,0,0,0,2.27,0.0,0,2.2,0,,0
330.0,08:05,East,0,0,0,0,14.73,0.0,0,2.2,0,,0
330.0,08:05,West,0,0,0,0,0,0.0,0,2.2,0,,0
340.0,08:05,North,0,0,0,0,0,0.0,0,2.2,0,,0
340.0,08:05,South,0,0,0,0,0,0.0,0,2.2,0,,0
340.0,08:05,East,0,0,0,0,18.3,0.0,0,2.2,0,,0
340.0,08:05,West,0,0,0,0,0,0.0,0,2.2,0,,0
350.0,08:05,North,0,0,0,0,0,0.0,0,2.2,0,,0
350.0,08:05,South,0,0,0,0,0,0.0,0,2.2,0,,0
350.0,08:05,East,0,0,0,0,8.3,0.0,0,2.2,0,,0
350.0,08:05,West,0,0,0,0,8.7,0.0,0,2.2,0,,0
360.0,08:06,North,0,0,0,0,0,0.0,0,2.2,0,,0
360.0,08:06,South,0,0,0,0,0,0.0,0,2.2,0,,0
360.0,08:06,East,0,0,0,0,0,0.0,0,2.2,0,,0
360.0,08:06,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
370.0,08:06,North,0,0,0,0,9.68,0.0,0,2.2,0,,0
370.0,08:06,South,0,0,0,0,0,0.0,0,2.2,0,,0
370.0,08:06,East,0,0,0,0,0,0.0,0,2.2,0,,0
370.0,08:06,West,0,0,0,0,7.32,0.0,0,2.2,0,,0
380.0,08:06,North,0,0,0,0,19.68,0.0,0,2.2,0,,0
380.0,08:06,South,0,0,0,0,0,0.0,0,2.2,0,,0
380.0,08:06,East,0,0,0,0,0,0.0,0,2.2,0,,0
380.0,08:06,West,0,0,0,0,0,0.0,0,2.2,0,,0
390.0,08:06,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
390.0,08:06,South,0,0,0,0,0,0.0,0,2.2,0,,0
390.0,08:06,East,0,0,0,0,0,0.0,0,2.2,0,,0
390.0,08:06,West,0,0,0,0,0,0.0,0,2.2,0,,0
400.0,08:06,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
400.0,08:06,South,0,0,0,0,0,0.0,0,2.2,0,,0
400.0,08:06,East,0,0,0,0,0,0.0,0,2.2,0,,0
400.0,08:06,West,0,0,0,0,0,0.0,0,2.2,0,,0
410.0,08:06,North,0,0,0,0,16.35,0.0,0,2.2,0,,0
410.0,08:06,South,0,0,0,0,0.65,0.0,0,2.2,0,,0
410.0,08:06,East,0,0,0,0,0,0.0,0,2.2,0,,0
410.0,08:06,West,0,0,0,0,0,0.0,0,2.2,0,,0
420.0,08:07,North,0,0,0,0,6.35,0.0,0,2.2,0,,0
420.0,08:07,South,0,0,0,0,10.65,0.0,0,2.2,0,,0
420.0,08:07,East,0,0,0,0,0,0.0,0,2.2,0,,0
420.0,08:07,West,0,0,0,0,0,0.0,0,2.2,0,,0
430.0,08:07,North,0,0,0,0,0,0.0,0,2.2,0,,0
430.0,08:07,South,0,0,0,0,20.02,0.0,0,2.2,0,,0
430.0,08:07,East,0,0,0,0,0,0.0,0,2.2,0,,0
430.0,08:07,West,0,0,0,0,0,0.0,0,2.2,0,,0
440.0,08:07,North,0,0,0,0,0,0.0,0,2.2,0,,0
440.0,08:07,South,0,0,0,0,12.38,0.0,0,2.2,0,,0
440.0,08:07,East,0,0,0,0,4.62,0.0,0,2.2,0,,0
440.0,08:07,West,0,0,0,0,0,0.0,0,2.2,0,,0
450.0,08:07,North,0,0,0,0,0,0.0,0,2.2,0,,0
450.0,08:07,South,0,0,0,0,2.38,0.0,0,2.2,0,,0
450.0,08:07,East,1,1,0,0,14.62,0.0,0,2.2,0,,0
450.0,08:07,West,0,0,0,0,0,0.0,0,2.2,0,,0
460.0,08:07,North,0,0,0,0,0,0.0,0,2.2,0,,0
460.0,08:07,South,0,0,0,0,0,0.0,0,2.2,0,,0
460.0,08:07,East,1,1,0,1,18.42,0.0543,0,2.2,0,,0
460.0,08:07,West,0,0,0,0,0,0.0,0,2.2,0,,0
470.0,08:07,North,1,1,0,0,0,0.0,1,0.0,0,,0
470.0,08:07,South,0,0,0,0,0,0.0,0,2.2,0,,0
470.0,08:07,East,0,0,0,1,8.42,0.1188,0,2.2,0,,0
470.0,08:07,West,0,0,0,0,8.58,0.0,0,2.2,0,,0
480.0,08:08,North,1,1,0,0,0,0.0,1,0.0,0,,0
480.0,08:08,South,0,0,0,0,0,0.0,0,2.2,0,,0
480.0,08:08,East,0,0,0,0,0,0.0,0,2.2,0,,0
480.0,08:08,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
490.0,08:08,North,0,0,0,1,9.57,0.1045,0,2.2,0,,0
490.0,08:08,South,0,0,0,0,0,0.0,0,2.2,0,,0
490.0,08:08,East,0,0,0,0,0,0.0,0,2.2,0,,0
490.0,08:08,West,0,0,0,0,7.43,0.0,0,2.2,0,,0
500.0,08:08,North,0,0,0,1,19.57,0.0511,0,2.2,0,,0
500.0,08:08,South,0,0,0,0,0,0.0,0,2.2,0,,0
500.0,08:08,East,0,0,0,0,0,0.0,0,2.2,0,,0
500.0,08:08,West,0,0,0,0,0,0.0,0,2.2,0,,0
510.0,08:08,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
510.0,08:08,South,0,0,0,0,0,0.0,0,2.2,0,,0
510.0,08:08,East,0,0,0,0,0,0.0,0,2.2,0,,0
510.0,08:08,West,0,0,0,0,0,0.0,0,2.2,0,,0
520.0,08:08,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
520.0,08:08,South,0,0,0,0,0,0.0,0,2.2,0,,0
520.0,08:08,East,0,0,0,0,0,0.0,0,2.2,0,,0
520.0,08:08,West,0,0,0,0,0,0.0,0,2.2,0,,0
530.0,08:08,North,0,0,0,0,16.47,0.0,0,2.2,0,,0
530.0,08:08,South,0,0,0,0,0.53,0.0,0,2.2,0,,0
530.0,08:08,East,0,0,0,0,0,0.0,0,2.2,0,,0
530.0,08:08,West,0,0,0,0,0,0.0,0,2.2,0,,0
540.0,08:09,North,0,0,0,0,6.47,0.0,0,2.2,0,,0
540.0,08:09,South,0,0,0,0,10.53,0.0,0,2.2,0,,0
540.0,08:09,East,0,0,0,0,0,0.0,0,2.2,0,,0
540.0,08:09,West,0,0,0,0,0,0.0,0,2.2,0,,0
550.0,08:09,North,0,0,0,0,0,0.0,0,2.2,0,,0
550.0,08:09,South,0,0,0,0,20.02,0.0,0,2.2,0,,0
550.0,08:09,East,0,0,0,0,0,0.0,0,2.2,0,,0
550.0,08:09,West,0,0,0,0,0,0.0,0,2.2,0,,0
560.0,08:09,North,0,0,0,0,0,0.0,0,2.2,0,,0
560.0,08:09,South,0,0,0,0,12.5,0.0,0,2.2,0,,0
560.0,08:09,East,0,0,0,0,4.5,0.0,0,2.2,0,,0
560.0,08:09,West,0,0,0,0,0,0.0,0,2.2,0,,0
570.0,08:09,North,0,0,0,0,0,0.0,0,2.2,0,,0
570.0,08:09,South,0,0,0,0,2.5,0.0,0,2.2,0,,0
570.0,08:09,East,0,0,0,0,14.5,0.0,0,2.2,0,,0
570.0,08:09,West,0,0,0,0,0,0.0,0,2.2,0,,0
580.0,08:09,North,0,0,0,0,0,0.0,0,2.2,0,,0
580.0,08:09,South,0,0,0,0,0,0.0,0,2.2,0,,0
580.0,08:09,East,0,0,0,0,18.53,0.0,0,2.2,0,,0
580.0,08:09,West,0,0,0,0,0,0.0,0,2.2,0,,0
590.0,08:09,North,0,0,0,0,0,0.0,0,2.2,0,,0
590.0,08:09,South,0,0,0,0,0,0.0,0,2.2,0,,0
590.0,08:09,East,0,0,0,0,8.53,0.0,0,2.2,0,,0
590.0,08:09,West,0,0,0,0,8.47,0.0,0,2.2,0,,0
600.0,08:10,North,0,0,0,0,0,0.0,0,2.2,0,,0
600.0,08:10,South,0,0,0,0,0,0.0,0,2.2,0,,0
600.0,08:10,East,0,0,0,0,0,0.0,0,2.2,0,,0
600.0,08:10,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
610.0,08:10,North,1,1,0,1,9.45,0.1058,0,2.2,0,,0
610.0,08:10,South,0,0,0,0,0,0.0,0,2.2,0,,0
610.0,08:10,East,0,0,0,0,0,0.0,0,2.2,0,,0
610.0,08:10,West,0,0,0,0,7.55,0.0,0,2.2,0,,0
620.0,08:10,North,1,1,0,1,19.45,0.0514,0,2.2,0,,0
620.0,08:10,South,0,0,0,0,0,0.0,0,2.2,0,,0
620.0,08:10,East,0,0,0,0,0,0.0,0,2.2,0,,0
620.0,08:10,West,0,0,0,0,0,0.0,0,2.2,0,,0
630.0,08:10,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
630.0,08:10,South,0,0,0,0,0,0.0,0,2.2,0,,0
630.0,08:10,East,0,0,0,0,0,0.0,0,2.2,0,,0
630.0,08:10,West,0,0,0,0,0,0.0,0,2.2,0,,0
640.0,08:10,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
640.0,08:10,South,0,0,0,0,0,0.0,0,2.2,0,,0
640.0,08:10,East,0,0,0,0,0,0.0,0,2.2,0,,0
640.0,08:10,West,0,0,0,0,0,0.0,0,2.2,0,,0
650.0,08:10,North,0,0,0,0,16.58,0.0,0,2.2,0,,0
650.0,08:10,South,0,0,0,0,0.42,0.0,0,2.2,0,,0
650.0,08:10,East,0,0,0,0,0,0.0,0,2.2,0,,0
650.0,08:10,West,0,0,0,0,0,0.0,0,2.2,0,,0
660.0,08:11,North,0,0,0,0,6.58,0.0,0,2.2,0,,0
660.0,08:11,South,0,0,0,0,10.42,0.0,0,2.2,0,,0
660.0,08:11,East,0,0,0,0,0,0.0,0,2.2,0,,0
660.0,08:11,West,0,0,0,0,0,0.0,0,2.2,0,,0
670.0,08:11,North,0,0,0,0,0,0.0,0,2.2,0,,0
670.0,08:11,South,0,0,0,0,20.02,0.0,0,2.2,0,,0
670.0,08:11,East,0,0,0,0,0,0.0,0,2.2,0,,0
670.0,08:11,West,0,0,0,0,0,0.0,0,2.2,0,,0
680.0,08:11,North,0,0,0,0,0,0.0,0,2.2,0,,0
680.0,08:11,South,0,0,0,0,12.62,0.0,0,2.2,0,,0
680.0,08:11,East,0,0,0,0,4.38,0.0,0,2.2,0,,0
680.0,08:11,West,0,0,0,0,0,0.0,0,2.2,0,,0
690.0,08:11,North,0,0,0,0,0,0.0,0,2.2,0,,0
690.0,08:11,South,0,0,0,0,2.62,0.0,0,2.2,0,,0
690.0,08:11,East,0,0,0,0,14.38,0.0,0,2.2,0,,0
690.0,08:11,West,0,0,0,0,0,0.0,0,2.2,0,,0
700.0,08:11,North,0,0,0,0,0,0.0,0,2.2,0,,0
700.0,08:11,South,0,0,0,0,0,0.0,0,2.2,0,,0
700.0,08:11,East,0,0,0,0,18.65,0.0,0,2.2,0,,0
700.0,08:11,West,0,0,0,0,0,0.0,0,2.2,0,,0
710.0,08:11,North,0,0,0,0,0,0.0,0,2.2,0,,0
710.0,08:11,South,0,0,0,0,0,0.0,0,2.2,0,,0
710.0,08:11,East,0,0,0,0,8.65,0.0,0,2.2,0,,0
710.0,08:11,West,0,0,0,0,8.35,0.0,0,2.2,0,,0
720.0,08:12,North,1,1,0,0,0,0.0,0,0.497,0,,0
720.0,08:12,South,0,0,0,0,0,0.0,0,2.2,0,,0
720.0,08:12,East,0,0,0,0,0,0.0,0,2.2,0,,0
720.0,08:12,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
730.0,08:12,North,1,1,0,1,9.33,0.1071,0,2.2,0,,0
730.0,08:12,South,0,0,0,0,0,0.0,0,2.2,0,,0
730.0,08:12,East,0,0,0,0,0,0.0,0,2.2,0,,0
730.0,08:12,West,0,0,0,0,7.67,0.0,0,2.2,0,,0
740.0,08:12,North,1,1,0,2,19.33,0.1034,0,2.2,0,,0
740.0,08:12,South,0,0,0,0,0,0.0,0,2.2,0,,0
740.0,08:12,East,0,0,0,0,0,0.0,0,2.2,0,,0
740.0,08:12,West,0,0,0,0,0,0.0,0,2.2,0,,0
750.0,08:12,North,1,1,0,1,20.02,0.05,0,2.2,0,,0
750.0,08:12,South,0,0,0,0,0,0.0,0,2.2,0,,0
750.0,08:12,East,0,0,0,0,0,0.0,0,2.2,0,,0
750.0,08:12,West,0,0,0,0,0,0.0,0,2.2,0,,0
760.0,08:12,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
760.0,08:12,South,0,0,0,0,0,0.0,0,2.2,0,,0
760.0,08:12,East,0,0,0,0,0,0.0,0,2.2,0,,0
760.0,08:12,West,0,0,0,0,0,0.0,0,2.2,0,,0
770.0,08:12,North,0,0,0,0,16.7,0.0,0,2.2,0,,0
770.0,08:12,South,0,0,0,0,0.3,0.0,0,2.2,0,,0
770.0,08:12,East,0,0,0,0,0,0.0,0,2.2,0,,0
770.0,08:12,West,1,1,0,0,0,0.0,0,1.274,0,,0
780.0,08:13,North,0,0,0,0,6.7,0.0,0,2.2,0,,0
780.0,08:13,South,0,0,0,0,10.3,0.0,0,2.2,0,,0
780.0,08:13,East,0,0,0,0,0,0.0,0,2.2,0,,0
780.0,08:13,West,1,1,0,0,0,0.0,1,0.0,0,,0
790.0,08:13,North,0,0,0,0,0,0.0,0,2.2,0,,0
790.0,08:13,South,0,0,0,0,20.02,0.0,0,2.2,0,,0
790.0,08:13,East,0,0,0,0,0,0.0,0,2.2,0,,0
790.0,08:13,West,0,0,0,0,0,0.0,1,0.0,0,,0
800.0,08:13,North,0,0,0,0,0,0.0,0,2.2,0,,0
800.0,08:13,South,0,0,0,0,12.73,0.0,0,2.2,0,,0
800.0,08:13,East,0,0,0,0,4.27,0.0,0,2.2,0,,0
800.0,08:13,West,0,0,0,0,0,0.0,1,0.0,0,,0
810.0,08:13,North,0,0,0,0,0,0.0,0,2.2,0,,0
810.0,08:13,South,0,0,0,0,2.73,0.0,0,2.2,0,,0
810.0,08:13,East,0,0,0,0,14.27,0.0,0,2.2,0,,0
810.0,08:13,West,0,0,0,0,0,0.0,1,0.0,0,,0
820.0,08:13,North,0,0,0,0,0,0.0,0,2.2,0,,0
820.0,08:13,South,0,0,0,0,0,0.0,0,2.2,0,,0
820.0,08:13,East,0,0,0,0,18.77,0.0,0,2.2,0,,0
820.0,08:13,West,0,0,0,0,0,0.0,1,0.0,0,,0
830.0,08:13,North,0,0,0,0,0,0.0,0,2.2,0,,0
830.0,08:13,South,0,0,0,0,0,0.0,0,2.2,0,,0
830.0,08:13,East,0,0,0,0,8.77,0.0,0,2.2,0,,0
830.0,08:13,West,0,0,0,1,8.23,0.1215,0,2.2,0,,0
840.0,08:14,North,0,0,0,0,0,0.0,0,2.2,0,,0
840.0,08:14,South,0,0,0,0,0,0.0,0,2.2,0,,0
840.0,08:14,East,0,0,0,0,0,0.0,0,2.2,0,,0
840.0,08:14,West,0,0,0,1,16.0,0.0625,0,2.2,0,,0
850.0,08:14,North,0,0,0,0,9.22,0.0,0,2.2,0,,0
850.0,08:14,South,0,0,0,0,0,0.0,0,2.2,0,,0
850.0,08:14,East,1,1,0,0,0,0.0,1,0.0,0,,0
850.0,08:14,West,0,0,0,0,7.78,0.0,0,2.2,0,,0
860.0,08:14,North,0,0,0,0,19.22,0.0,0,2.2,0,,0
860.0,08:14,South,0,0,0,0,0,0.0,0,2.2,0,,0
860.0,08:14,East,1,1,0,0,0,0.0,1,0.0,0,,0
860.0,08:14,West,0,0,0,0,0,0.0,0,2.2,0,,0
870.0,08:14,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
870.0,08:14,South,0,0,0,0,0,0.0,0,2.2,0,,0
870.0,08:14,East,0,0,0,0,0,0.0,1,0.0,0,,0
870.0,08:14,West,0,0,0,0,0,0.0,0,2.2,0,,0
880.0,08:14,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
880.0,08:14,South,0,0,0,0,0,0.0,0,2.2,0,,0
880.0,08:14,East,0,0,0,0,0,0.0,1,0.0,0,,0
880.0,08:14,West,0,0,0,0,0,0.0,0,2.2,0,,0
890.0,08:14,North,0,0,0,0,16.82,0.0,0,2.2,0,,0
890.0,08:14,South,0,0,0,0,0.18,0.0,0,2.2,0,,0
890.0,08:14,East,0,0,0,0,0,0.0,1,0.0,0,,0
890.0,08:14,West,0,0,0,0,0,0.0,0,2.2,0,,0
900.0,08:15,North,0,0,0,0,6.82,0.0,0,2.2,0,,0
900.0,08:15,South,0,0,0,0,10.18,0.0,0,2.2,0,,0
900.0,08:15,East,0,0,0,0,0,0.0,1,0.0,0,,0
900.0,08:15,West,0,0,0,0,0,0.0,0,2.2,0,,0
910.0,08:15,North,0,0,0,0,0,0.0,0,2.2,0,,0
910.0,08:15,South,0,0,0,0,20.02,0.0,0,2.2,0,,0
910.0,08:15,East,0,0,0,0,0,0.0,1,0.0,0,,0
910.0,08:15,West,0,0,0,0,0,0.0,0,2.2,0,,0
920.0,08:15,North,0,0,0,0,0,0.0,0,2.2,0,,0
920.0,08:15,South,0,0,0,0,12.85,0.0,0,2.2,0,,0
920.0,08:15,East,0,0,0,1,4.15,0.241,0,2.2,0,,0
920.0,08:15,West,0,0,0,0,0,0.0,0,2.2,0,,0
